image_uid,luminance,rms_contrast,michelson_contrast,colorfulness,saturation,hue_entropy,gray_entropy,edge_density,spectral_slope,high_freq_energy,edge_com_x,edge_com_y,aspect
img_0030,0.6450737714767456,0.21646824479103088,0.9612060157482958,46.334007263183594,0.22289203107357025,1.8344953060150146,5.4746856466389655,0.03734166666666667,-1.8260724094245349,0.07989758998155594,0.5112308161158248,0.6748462549913351,1.3333333333333333
img_0031,0.4553799331188202,0.18048740923404694,0.6906179349732331,50.08023452758789,0.33969560265541077,2.4414398670196533,5.437884568159734,0.022241666666666667,-2.5232029074028293,0.04808006435632706,0.5222764159045997,0.5279361567033275,1.3333333333333333
img_0032,0.23550233244895935,0.22714543342590332,0.9905899279673762,62.7260627746582,0.5871736407279968,3.0464396476745605,5.064401906012151,0.06983333333333333,-2.3575613497252266,0.09942051023244858,0.4942293452314815,0.5652828225175694,1.3333333333333333
img_0033,0.5977073311805725,0.10876940190792084,0.6848035389393835,40.03955078125,0.2645103335380554,2.299290895462036,4.4289039928245995,0.0018416666666666666,-3.0457797756073735,0.013896233402192593,0.36990782770467456,0.45489274250545597,1.3333333333333333
img_0034,0.43668368458747864,0.30773210525512695,0.9930750308600733,82.1294174194336,0.5435677170753479,2.273872137069702,5.807790162241145,0.05314166666666666,-2.4964301226572405,0.027958035469055176,0.5407224470714928,0.5309027773138615,1.3333333333333333
img_0035,0.5892778635025024,0.18907663226127625,0.81244200282126,71.02901458740234,0.3224373757839203,1.9300005435943604,5.479607996982018,0.07360833333333333,-2.089455767915185,0.14014099538326263,0.5258786452652848,0.6433303330600221,1.3333333333333333
img_0036,0.32128873467445374,0.1971721649169922,0.9468342166389815,32.323280334472656,0.25898265838623047,4.414214134216309,5.527256583497598,0.050025,-2.0152896359724144,0.10447625815868378,0.49668620050657564,0.4602433948942315,1.3333333333333333
img_0037,0.8022471070289612,0.18588228523731232,0.6253734411279941,43.96815872192383,0.1750093251466751,3.1521666049957275,4.83803472010782,0.022933333333333333,-2.8285245627477034,0.04188239201903343,0.5390162769748233,0.6191217113471109,1.3333333333333333
img_0038,0.8341856598854065,0.2826405167579651,0.8541543704387519,25.957101821899414,0.08973870426416397,1.7876410484313965,2.859282244667912,0.03398333333333333,-2.9048350472537,0.022081386297941208,0.5017119488406582,0.5432516080458037,1.3333333333333333
img_0039,0.27648791670799255,0.23076604306697845,0.890046081668043,39.986656188964844,0.5160390734672546,2.3874893188476562,5.057619616017058,0.026841666666666666,-2.9211964469919405,0.031083786860108376,0.5063553582726287,0.5574980048273737,1.3333333333333333
