cell_a,cell_b,n_common,same_pref,same_category,pref_a,pref_b,rho,both_pref_shared
2-0,14-63,28,False,False,img_0071,img_0262,-0.03669805519025993,False
2-0,14-68,27,False,False,img_0071,img_0017,-0.1802524748808507,False
2-0,14-69,27,False,False,img_0071,img_0059,0.45018232738345965,False
2-0,15-2,32,False,False,img_0071,img_0048,0.2592749461652667,False
2-0,15-8,31,False,False,img_0071,img_0024,0.27496061931386917,False
2-0,16-7,23,False,False,img_0071,img_0020,-0.06503820540306927,False
2-0,16-9,23,False,False,img_0071,img_0035,-0.11648311620284099,False
2-0,16-13,23,False,True,img_0071,img_0026,0.4121367987474651,False
2-0,16-20,23,False,False,img_0071,img_0022,-0.3738292282219356,False
2-0,16-21,23,False,False,img_0071,img_0043,0.04951407170404914,False
2-0,16-24,24,False,False,img_0071,img_0234,-0.18076970910141263,False
2-0,16-30,23,False,False,img_0071,img_0004,0.5711711900926143,False
2-0,18-5,33,False,False,img_0071,img_0312,-0.08837184207501929,False
2-0,18-13,32,False,False,img_0071,img_0055,-0.13786160207915285,False
2-0,18-14,33,False,False,img_0071,img_0312,-0.015086020788941432,False
2-0,18-16,32,False,False,img_0071,img_0055,-0.07142174236680061,False
2-0,18-17,32,False,False,img_0071,img_0060,0.03383644368409037,False
2-0,18-18,33,False,False,img_0071,img_0025,-0.10579000428471465,False
2-0,18-19,32,False,False,img_0071,img_0072,0.09527920890075667,False
2-0,18-20,32,False,False,img_0071,img_0055,-0.116608060337939,False
2-0,18-22,32,False,False,img_0071,img_0006,-0.30061605299201605,False
2-0,18-23,32,False,False,img_0071,img_0005,0.16378112927200028,False
2-0,18-24,32,False,False,img_0071,img_0055,-0.2620688153949691,False
2-0,18-28,32,False,False,img_0071,img_0055,-0.2608745087018107,False
2-0,18-29,33,False,False,img_0071,img_0301,-0.4248352271307424,False
2-0,18-30,32,False,False,img_0071,img_0055,-0.25817079489827255,False
2-0,18-37,32,False,False,img_0071,img_0055,0.02539849804264018,False
2-0,21-0,10,False,False,img_0071,img_0038,-0.08893905919223566,False
2-0,21-2,10,False,False,img_0071,img_0340,0.2470529422006546,False
2-0,21-4,10,False,False,img_0071,img_0038,-0.3404588205713006,False
2-0,21-14,10,False,False,img_0071,img_0321,-0.5287008037418712,False
3-39,5-5,12,False,False,img_0020,img_0168,0.01763671173310043,False
3-39,5-6,11,False,True,img_0020,img_0065,0.50699868078526,False
3-39,10-64,28,False,False,img_0020,img_0236,-0.04464912129312364,False
3-39,10-67,28,False,False,img_0020,img_0049,0.005867560771165131,False
3-39,10-70,28,False,False,img_0020,img_0243,-0.13139388254472892,False
3-39,10-71,27,False,True,img_0020,img_0004,0.06706893624394776,True
3-39,11-6,28,False,False,img_0020,img_0056,-0.11138857691529977,False
3-39,11-11,28,False,False,img_0020,img_0056,0.12527948670774472,False
3-39,11-12,28,False,False,img_0020,img_0237,-0.0554677472245654,False
3-39,11-13,28,False,False,img_0020,img_0241,0.13832346602114112,False
3-39,11-17,27,False,True,img_0020,img_0022,0.31565852487031687,True
3-39,11-18,28,False,False,img_0020,img_0113,0.0858661892294817,False
3-39,11-25,28,False,True,img_0020,img_0062,-0.36053659375995367,False
3-39,11-28,27,False,True,img_0020,img_0007,0.14784224654721223,True
3-39,11-31,28,False,False,img_0020,img_0235,-0.05889074520619923,False
3-39,11-34,28,False,False,img_0020,img_0235,0.05039665197092998,False
3-39,11-65,28,False,False,img_0020,img_0048,0.08889841804894658,False
3-39,11-68,27,False,False,img_0020,img_0051,0.4223894439105017,True
3-39,12-14,27,False,True,img_0020,img_0003,-0.007346584244997661,True
3-39,12-15,27,False,True,img_0020,img_0018,0.24191878086597537,True
3-39,13-17,25,True,True,img_0020,img_0020,-0.11035571920219162,True
3-39,13-18,25,False,False,img_0020,img_0056,-0.05936761755368859,False
3-39,13-19,25,False,True,img_0020,img_0255,-0.0606599498108836,False
3-39,13-20,25,False,False,img_0020,img_0269,0.1417233638301165,False
3-39,13-25,25,False,False,img_0020,img_0269,0.17908823480770916,False
3-39,13-26,25,False,False,img_0020,img_0269,0.1013787384457444,False
3-39,13-28,25,False,False,img_0020,img_0269,0.04597480076774887,False
3-39,13-30,25,False,False,img_0020,img_0258,0.2845626384871872,False
3-39,13-31,25,False,False,img_0020,img_0269,0.12185497130469346,False
3-39,13-32,24,False,True,img_0020,img_0010,0.40473511282377544,True
3-39,13-33,24,False,True,img_0020,img_0008,-0.1271145706526732,True
3-39,13-35,24,False,True,img_0020,img_0010,0.2122382364539319,True
3-39,13-37,25,False,False,img_0020,img_0056,0.13575161246157325,False
3-39,13-46,24,False,True,img_0020,img_0054,0.14426011643717257,True
3-39,13-75,24,False,True,img_0020,img_0015,-0.1534194199701076,True
3-39,13-77,24,False,False,img_0020,img_0017,-0.03157679988563044,True
3-39,13-78,24,False,True,img_0020,img_0007,0.07553622943466574,True
3-39,13-80,24,False,True,img_0020,img_0007,-0.2476491263185049,True
3-39,13-82,24,False,True,img_0020,img_0003,-0.33696929389085506,True
3-39,13-83,24,False,True,img_0020,img_0054,-0.02187118276806582,True
3-39,13-84,24,False,True,img_0020,img_0011,0.2300589026195712,True
3-39,13-85,24,False,True,img_0020,img_0023,-0.11453303842077917,True
3-39,13-86,25,False,True,img_0020,img_0002,-0.24849603437372933,False
3-39,13-88,24,False,True,img_0020,img_0004,0.04795737595369917,True
3-39,13-89,25,False,True,img_0020,img_0009,-0.1860557308644191,False
3-39,13-90,24,False,True,img_0020,img_0008,0.04652526095928533,True
3-39,13-92,24,False,True,img_0020,img_0058,0.008621499331390376,True
3-39,13-93,24,False,True,img_0020,img_0023,-0.35991085663516564,True
3-39,13-94,24,False,True,img_0020,img_0054,0.03336634056372281,True
3-39,13-95,24,False,False,img_0020,img_0051,0.17825184282863163,True
3-39,13-97,24,False,True,img_0020,img_0008,0.16151865584565386,True
3-39,13-98,25,False,False,img_0020,img_0266,0.10970063817727323,False
3-39,14-14,24,False,False,img_0020,img_0261,0.03335060720299706,False
3-39,14-15,23,False,False,img_0020,img_0017,0.011734707623442116,True
3-39,14-16,23,False,True,img_0020,img_0015,0.005818568551449479,True
3-39,14-17,24,False,True,img_0020,img_0255,-0.035937557298446984,False
3-39,14-18,23,False,True,img_0020,img_0006,-0.13559378906307482,True
3-39,14-19,24,False,False,img_0020,img_0265,0.03599374111858827,False
3-39,14-45,24,True,True,img_0020,img_0020,0.02547486605970651,True
3-39,14-46,23,False,False,img_0020,img_0017,-0.08734217838967775,True
3-39,14-47,23,False,True,img_0020,img_0003,0.3763761891677699,True
3-39,14-48,23,False,False,img_0020,img_0017,0.18541990385409104,True
3-39,14-49,24,False,True,img_0020,img_0001,0.11502046559129721,False
3-39,14-50,24,False,True,img_0020,img_0002,0.29678931678827086,False
3-39,14-51,23,False,True,img_0020,img_0006,0.06253321668507504,True
3-39,14-52,24,False,True,img_0020,img_0002,0.018056262695814174,False
3-39,14-53,23,False,True,img_0020,img_0022,0.09089763793677531,True
3-39,14-55,23,False,True,img_0020,img_0023,-0.1530573906487916,True
3-39,14-56,24,False,True,img_0020,img_0002,-0.04531257224586793,False
3-39,14-59,24,False,True,img_0020,img_0062,0.3900157888635781,False
3-39,14-60,23,False,True,img_0020,img_0003,-0.02043390774715999,True
3-39,14-61,24,False,False,img_0020,img_0258,0.5073066879350391,False
3-39,14-62,24,False,True,img_0020,img_0062,0.2984178798764405,False
3-39,14-63,24,False,False,img_0020,img_0262,0.4247774629748112,False
3-39,14-68,23,False,False,img_0020,img_0017,0.11246238477616294,True
3-39,14-69,23,False,True,img_0020,img_0059,-0.001002281534413883,True
3-39,15-2,30,False,False,img_0020,img_0048,-0.01888753596306689,False
3-39,15-8,29,False,False,img_0020,img_0024,-0.06706323131090626,True
3-39,16-7,22,True,True,img_0020,img_0020,0.13551681603332938,True
3-39,16-9,21,False,False,img_0020,img_0035,-0.38328395839531765,True
3-39,16-13,22,False,False,img_0020,img_0026,-0.3070653732612002,False
3-39,16-20,21,False,True,img_0020,img_0022,0.182006653425301,True
3-39,16-21,21,False,False,img_0020,img_0043,-0.710657741834798,True
3-39,16-24,22,False,True,img_0020,img_0234,0.14110525177036856,False
3-39,16-30,21,False,True,img_0020,img_0004,-0.26112511705793134,True
3-39,18-5,31,False,True,img_0020,img_0312,0.04094466752262158,False
3-39,18-13,30,False,True,img_0020,img_0055,0.36097213750736235,True
3-39,18-14,31,False,True,img_0020,img_0312,-0.03249358168230825,False
3-39,18-16,30,False,True,img_0020,img_0055,0.35041655989653536,True
3-39,18-17,30,False,True,img_0020,img_0060,-0.18899884872409697,True
3-39,18-18,30,False,True,img_0020,img_0025,-0.3433771862291569,True
3-39,18-19,31,False,False,img_0020,img_0072,-0.05761428241791226,False
3-39,18-20,30,False,True,img_0020,img_0055,0.21016885034253252,True
3-39,18-22,30,False,True,img_0020,img_0006,0.019030739327627326,True
3-39,18-23,30,False,True,img_0020,img_0005,0.22932550159865175,True
3-39,18-24,30,False,True,img_0020,img_0055,0.1403000071494409,True
3-39,18-28,30,False,True,img_0020,img_0055,0.17143787537307018,True
3-39,18-29,31,False,False,img_0020,img_0301,0.11733021555970809,False
3-39,18-30,30,False,True,img_0020,img_0055,0.12548441468086025,True
3-39,18-37,30,False,True,img_0020,img_0055,-0.012355556231964954,True
4-8,5-5,27,False,False,img_0152,img_0168,0.10076479394985775,False
4-8,5-6,27,False,True,img_0152,img_0065,0.10568473040876762,False
4-8,21-0,27,False,True,img_0152,img_0038,-0.3958439173619103,False
4-8,21-2,28,False,False,img_0152,img_0340,-0.06638838859069907,False
4-8,21-4,27,False,True,img_0152,img_0038,0.3657387493744121,False
4-8,21-14,28,False,False,img_0152,img_0321,-0.08449321617656444,False
4-13,5-5,27,False,False,img_0038,img_0168,-0.2762529226643782,False
4-13,5-6,27,False,True,img_0038,img_0065,0.043331816636473015,False
4-13,21-0,27,True,True,img_0038,img_0038,0.12989524745346825,True
4-13,21-2,27,False,False,img_0038,img_0340,0.11870092325986276,False
4-13,21-4,27,True,True,img_0038,img_0038,0.11884601187936313,True
4-13,21-14,27,False,False,img_0038,img_0321,0.33344031454371115,False
4-15,5-5,27,False,False,img_0130,img_0168,-0.15500154846701764,False
4-15,5-6,27,False,False,img_0130,img_0065,0.25844656460304294,False
4-15,21-0,27,False,False,img_0130,img_0038,-0.3481049166952769,False
4-15,21-2,28,False,False,img_0130,img_0340,-0.13706341148263804,False
4-15,21-4,27,False,False,img_0130,img_0038,0.42857413236452857,False
4-15,21-14,28,False,True,img_0130,img_0321,-0.2993412237307194,False
4-25,5-5,27,False,False,img_0156,img_0168,-0.07413273405187815,False
4-25,5-6,27,False,False,img_0156,img_0065,0.5619978549282642,False
4-25,21-0,27,False,False,img_0156,img_0038,0.29490445989126546,False
4-25,21-2,28,False,False,img_0156,img_0340,0.033253839527778196,False
4-25,21-4,27,False,False,img_0156,img_0038,0.034356023800797574,False
4-25,21-14,28,False,False,img_0156,img_0321,-0.12309606449846223,False
4-33,5-5,26,False,False,img_0114,img_0168,-0.040704475557949656,False
4-33,5-6,26,False,True,img_0114,img_0065,0.45895236617137464,False
4-33,21-0,26,False,True,img_0114,img_0038,-0.10351862614663569,True
4-33,21-2,27,False,False,img_0114,img_0340,0.0001569873414545983,False
4-33,21-4,26,False,True,img_0114,img_0038,0.13615310867925776,True
4-33,21-14,27,False,False,img_0114,img_0321,-0.1574755567119763,False
4-39,5-5,26,False,False,img_0122,img_0168,-0.08322517508433913,False
4-39,5-6,26,False,True,img_0122,img_0065,-0.3044887304692492,False
4-39,21-0,26,False,True,img_0122,img_0038,0.2685522863609498,True
4-39,21-2,27,False,False,img_0122,img_0340,0.06146977606328172,False
4-39,21-4,26,False,True,img_0122,img_0038,-0.2830554966136702,True
4-39,21-14,27,False,False,img_0122,img_0321,0.4293705878924449,False
4-40,5-5,26,False,False,img_0110,img_0168,0.014688890549817979,False
4-40,5-6,26,False,True,img_0110,img_0065,-0.03007704477521583,False
4-40,21-0,27,False,True,img_0110,img_0038,-0.14867770557063184,False
4-40,21-2,28,False,False,img_0110,img_0340,-0.06611113656776654,False
4-40,21-4,27,False,True,img_0110,img_0038,-0.08746269532799428,False
4-40,21-14,28,False,False,img_0110,img_0321,0.20552013630756363,False
4-41,5-5,27,False,False,img_0146,img_0168,-0.14489631065036945,False
4-41,5-6,27,False,True,img_0146,img_0065,0.06745054472140292,False
4-41,21-0,27,False,True,img_0146,img_0038,-0.06627424221120096,False
4-41,21-2,28,False,False,img_0146,img_0340,-0.08532216879346823,False
4-41,21-4,27,False,True,img_0146,img_0038,0.1495531390943227,False
4-41,21-14,28,False,False,img_0146,img_0321,0.3318642030052084,False
4-43,5-5,27,False,False,img_0108,img_0168,0.07317453647366498,False
4-43,5-6,27,False,True,img_0108,img_0065,0.04588945836269082,False
4-43,21-0,27,False,True,img_0108,img_0038,-0.06897675138398418,False
4-43,21-2,28,False,False,img_0108,img_0340,0.15253616097494688,False
4-43,21-4,27,False,True,img_0108,img_0038,-0.254476290419681,False
4-43,21-14,28,False,False,img_0108,img_0321,-0.036986240267017134,False
4-44,5-5,27,False,False,img_0154,img_0168,-0.15690237089004802,False
4-44,5-6,27,False,True,img_0154,img_0065,0.2562739266905672,False
4-44,21-0,27,False,True,img_0154,img_0038,-0.06544569729238389,False
4-44,21-2,28,False,False,img_0154,img_0340,-0.17043184436042594,False
4-44,21-4,27,False,True,img_0154,img_0038,0.14029533811948736,False
4-44,21-14,28,False,False,img_0154,img_0321,0.08478542775445581,False
4-45,5-5,26,False,False,img_0139,img_0168,-0.2428863977546043,False
4-45,5-6,26,False,False,img_0139,img_0065,-0.2707854388057208,False
4-45,21-0,26,False,False,img_0139,img_0038,0.19997072519420508,True
4-45,21-2,27,False,False,img_0139,img_0340,0.34869522256578944,False
4-45,21-4,26,False,False,img_0139,img_0038,0.22604585504090396,True
4-45,21-14,27,False,False,img_0139,img_0321,0.08466749721690801,False
4-46,5-5,27,False,False,img_0147,img_0168,0.08427222832728236,False
4-46,5-6,27,False,True,img_0147,img_0065,-0.050730826416061116,False
4-46,21-0,27,False,True,img_0147,img_0038,-0.22912446496329966,False
4-46,21-2,28,False,False,img_0147,img_0340,-0.10195129923122674,False
4-46,21-4,27,False,True,img_0147,img_0038,-0.058141144871732664,False
4-46,21-14,28,False,False,img_0147,img_0321,0.09097582199170652,False
5-5,10-64,11,False,False,img_0168,img_0236,0.13563254229811467,False
5-5,10-67,11,False,False,img_0168,img_0049,0.22805459368209774,False
5-5,10-70,11,False,False,img_0168,img_0243,-0.5932878027834395,False
5-5,10-71,11,False,False,img_0168,img_0004,0.1762018343345386,False
5-5,11-6,11,False,False,img_0168,img_0056,0.1533633208613583,False
5-5,11-11,11,False,False,img_0168,img_0056,0.4472477064220184,False
5-5,11-12,11,False,False,img_0168,img_0237,0.5086691125427667,False
5-5,11-13,11,False,False,img_0168,img_0241,0.08514660333256764,False
5-5,11-17,11,False,False,img_0168,img_0022,-0.22414639202813905,False
5-5,11-18,11,False,False,img_0168,img_0113,-0.16659019652423024,False
5-5,11-25,11,False,False,img_0168,img_0062,-0.11111587441084156,False
5-5,11-28,11,False,False,img_0168,img_0007,-0.20883075819095873,False
5-5,11-31,11,False,False,img_0168,img_0235,0.13351912271322197,False
5-5,11-34,11,False,False,img_0168,img_0235,0.6413810051046438,False
5-5,11-65,10,False,False,img_0168,img_0048,0.019454287494904528,False
5-5,11-68,10,False,False,img_0168,img_0051,-0.10429447852760738,False
5-5,12-14,11,False,False,img_0168,img_0003,-0.4195372768891939,False
5-5,12-15,11,False,False,img_0168,img_0018,-0.16667381161626232,False
5-5,13-17,10,False,False,img_0168,img_0020,0.5137638702553631,False
5-5,13-18,10,False,False,img_0168,img_0056,-0.04281365585461359,False
5-5,13-19,10,False,False,img_0168,img_0255,-0.1476986003111015,False
5-5,13-20,10,False,False,img_0168,img_0269,0.043348847329664424,False
5-5,13-25,10,False,False,img_0168,img_0269,-0.23375566133847916,False
5-5,13-26,10,False,False,img_0168,img_0269,-0.1748499162851737,False
5-5,13-28,10,False,False,img_0168,img_0269,0.21984058288615527,False
5-5,13-30,10,False,False,img_0168,img_0258,0.592041097541013,False
5-5,13-31,10,False,False,img_0168,img_0269,-0.2179925426361793,False
5-5,13-33,10,False,False,img_0168,img_0008,-0.6543708577803531,False
5-5,13-37,10,False,False,img_0168,img_0056,-0.3242381249150755,False
5-5,13-75,10,False,False,img_0168,img_0015,-0.006079055436800647,False
5-5,13-77,10,False,False,img_0168,img_0017,0.40729671426564323,False
5-5,13-78,10,False,False,img_0168,img_0007,-0.17029904308082452,False
5-5,13-80,10,False,False,img_0168,img_0007,0.018462325038887686,False
5-5,13-82,10,False,False,img_0168,img_0003,0.22912962159965478,False
5-5,13-85,10,False,False,img_0168,img_0023,0.1554878048780488,False
5-5,13-86,10,False,False,img_0168,img_0002,-0.14984779549114757,False
5-5,13-88,10,False,False,img_0168,img_0004,-0.09721738276766723,False
5-5,13-89,10,False,False,img_0168,img_0009,0.3333587388692365,False
5-5,13-90,10,False,False,img_0168,img_0008,0.03353658536585366,False
5-5,13-92,10,False,False,img_0168,img_0058,0.3363930102862497,False
5-5,13-93,10,False,False,img_0168,img_0023,0.3159568662696999,False
5-5,13-97,10,False,False,img_0168,img_0008,0.28353658536585363,False
5-5,13-98,10,False,False,img_0168,img_0266,-0.40743845861795575,False
5-5,14-14,10,False,False,img_0168,img_0261,-0.38155471747034553,False
5-5,14-15,10,False,False,img_0168,img_0017,-0.35805197878547623,False
5-5,14-16,10,False,False,img_0168,img_0015,0.3700532634382172,False
5-5,14-17,10,False,False,img_0168,img_0255,0.49241011240107063,False
5-5,14-19,10,False,False,img_0168,img_0265,-0.021539379212035633,False
5-5,14-45,10,False,False,img_0168,img_0020,-0.022775340275421715,False
5-5,14-46,10,False,False,img_0168,img_0017,0.06694555487165052,False
5-5,14-47,10,False,False,img_0168,img_0003,0.27981132338375253,False
5-5,14-48,10,False,False,img_0168,img_0017,0.3445121951219513,False
