subject,unit,area,region,concept_cell,mean_rate,reliability,model,layer,view,r,r_norm
1,21,dACC,MFC,False,1.9775132275132274,0.1818326159991841,baseline,category,-,-0.2885672561722443,-0.6767233417379472
1,22,dACC,MFC,False,1.068121693121693,-0.4718556433572812,baseline,category,-,-0.2761145814466478,-1.2348219473872135
1,23,dACC,MFC,False,2.9960317460317465,-0.012614392673252468,baseline,category,-,-0.062273022531409,-0.2784934230892131
1,24,dACC,MFC,False,1.5178571428571428,-0.2775835742670023,baseline,category,-,-0.19762117249622538,-0.8837887509895436
1,25,preSMA,MFC,False,1.9742063492063495,-0.14237539681425557,baseline,category,-,-0.23367038745870158,-1.0450057413727423
1,26,preSMA,MFC,False,2.542989417989418,0.13644426329830048,baseline,category,-,0.11158334400533446,0.3020798327089881
1,27,preSMA,MFC,False,3.5482804232804233,-0.095413122976225,baseline,category,-,-0.21328720658379022,-0.9538493853047912
1,28,preSMA,MFC,False,10.664682539682538,-0.1963399545383499,baseline,category,-,-0.3206378791697147,-1.433936187969692
1,29,preSMA,MFC,False,3.611111111111111,-0.6417818161997428,baseline,category,-,0.10304427958140122,0.4608280276730134
1,30,preSMA,MFC,False,1.6633597883597884,-0.10146591590134627,baseline,category,-,-0.07143326545285929,-0.31945927481476133
1,31,preSMA,MFC,False,1.947751322751323,0.030942738234545734,baseline,category,-,-0.19683383361853612,-0.8802676644858604
1,32,amygdala,MTL,False,0.5985449735449737,0.1206772119447224,baseline,category,-,-0.13621101155299112,-0.3921024755208413
1,33,amygdala,MTL,False,1.4351851851851851,0.3354573390034599,baseline,category,-,0.11188930638360288,0.19318345670137774
1,34,amygdala,MTL,True,7.500000000000001,0.4559291335130796,baseline,category,-,-0.14399257336954024,-0.21325116931807378
1,35,amygdala,MTL,False,3.2308201058201056,-0.19845529928900257,baseline,category,-,0.2871027396841228,1.2839624849202502
1,36,amygdala,MTL,True,6.104497354497354,0.4868906820108563,baseline,category,-,-0.274453666535392,-0.39332658865562153
1,37,amygdala,MTL,False,0.6878306878306878,-0.2620136790363444,baseline,category,-,-0.3083307754286285,-1.3788971468272706
1,38,amygdala,MTL,True,2.2883597883597884,0.3917284437840322,baseline,category,-,-0.2985019655564736,-0.4769300001641829
1,39,hippocampus,MTL,False,2.3842592592592595,-0.022394101525763453,baseline,category,-,-0.16034678268905156,-0.7170926121322116
1,0,hippocampus,MTL,False,1.0582010582010584,-0.03166718576848372,baseline,lowlevel,-,0.08170215848694101,0.36538316057052295
1,1,dACC,MFC,False,3.677248677248677,0.20378072082246143,baseline,lowlevel,-,-0.26658441441592207,-0.5905452874383653
1,2,dACC,MFC,False,0.4695767195767196,-0.0546284501305375,baseline,lowlevel,-,-0.36079095063355904,-1.6135061825668178
1,3,dACC,MFC,False,0.9755291005291005,-0.4640367258293184,baseline,lowlevel,-,-0.24980009119529356,-1.1171399693966462
1,4,dACC,MFC,False,5.575396825396826,-0.2663307722263246,baseline,lowlevel,-,-0.26781071684048585,-1.1976859359165482
1,5,dACC,MFC,False,3.7433862433862433,-0.12645724958361532,baseline,lowlevel,-,-0.2802371059411091,-1.2532584374042604
1,6,dACC,MFC,False,1.8783068783068784,-0.2772873179129277,baseline,lowlevel,-,-0.08323149509504275,-0.37222256180291186
1,7,dACC,MFC,False,0.1455026455026455,-0.2738718080311274,baseline,lowlevel,-,,
1,8,dACC,MFC,False,0.46957671957671954,-0.3758614813989628,baseline,lowlevel,-,-0.28829894808658213,-1.2893120915265612
1,9,dACC,MFC,False,15.05621693121693,-0.04625827253050243,baseline,lowlevel,-,-0.3503185665200789,-1.5666722570383569
1,10,dACC,MFC,False,0.3108465608465608,-1.8114504487188021,baseline,lowlevel,-,-0.17951773227376133,-0.8028277050614765
1,11,dACC,MFC,False,0.4497354497354497,-1.2130622183118331,baseline,lowlevel,-,-0.2998517864033182,-1.3409779551451335
1,12,dACC,MFC,False,1.8584656084656082,-0.6631717380573464,baseline,lowlevel,-,-0.23135215351517105,-1.0346382840017787
1,13,dACC,MFC,False,4.120370370370371,-0.16342534643217416,baseline,lowlevel,-,-0.2512109846647063,-1.1234496768098812
1,14,dACC,MFC,False,3.9980158730158726,-0.25591386756557455,baseline,lowlevel,-,-0.27664252876726164,-1.2371829995820762
1,15,dACC,MFC,False,1.9510582010582012,-0.35669438079668636,baseline,lowlevel,-,-0.2876542871870682,-1.2864290803390626
1,16,dACC,MFC,False,4.0476190476190474,0.09078508629816867,baseline,lowlevel,-,-0.2649778093756958,-0.8794319710535046
1,17,dACC,MFC,False,1.832010582010582,-0.5687544188364776,baseline,lowlevel,-,-0.305801244654309,-1.3675847413021582
1,18,dACC,MFC,False,3.4093915343915353,0.1255733433005971,baseline,lowlevel,-,-0.1608655564369292,-0.45395660243265423
1,19,dACC,MFC,False,3.118386243386243,-0.4048502197381217,baseline,lowlevel,-,-0.2913128216054315,-1.3027905436540284
1,20,dACC,MFC,False,6.537698412698412,-0.29142522982520885,baseline,lowlevel,-,-0.4462931541063715,-1.9958836609492723
1,21,dACC,MFC,False,1.9775132275132274,0.1818326159991841,baseline,lowlevel,-,-0.27600848456991445,-0.647271580649089
1,22,dACC,MFC,False,1.068121693121693,-0.4718556433572812,baseline,lowlevel,-,0.003224204178001615,0.014419079430700886
1,23,dACC,MFC,False,2.9960317460317465,-0.012614392673252468,baseline,lowlevel,-,0.019396140884893557,0.08674217903956984
1,24,dACC,MFC,False,1.5178571428571428,-0.2775835742670023,baseline,lowlevel,-,-0.253298044824742,-1.1327832935918238
1,25,preSMA,MFC,False,1.9742063492063495,-0.14237539681425557,baseline,lowlevel,-,-0.2853902564357336,-1.2763040270127946
1,26,preSMA,MFC,False,2.542989417989418,0.13644426329830048,baseline,lowlevel,-,-0.2603930995527259,-0.7049394750860114
1,27,preSMA,MFC,False,3.5482804232804233,-0.095413122976225,baseline,lowlevel,-,0.13431510026457943,0.6006753891925992
1,28,preSMA,MFC,False,10.664682539682538,-0.1963399545383499,baseline,lowlevel,-,-0.24342785302347486,-1.088642453954635
1,29,preSMA,MFC,False,3.611111111111111,-0.6417818161997428,baseline,lowlevel,-,-0.23046828845814857,-1.0306855193009008
1,30,preSMA,MFC,False,1.6633597883597884,-0.10146591590134627,baseline,lowlevel,-,-0.3166157721012447,-1.415948778333929
