subject,region,t,ref,rho
1,MFC,0.55,clip ln_post,-0.02834153511938495
1,MFC,0.55,category,-0.00014294328903020402
1,MFC,0.55,low-level,-0.010686666126943216
1,MFC,0.575,alexnet conv1,0.015878815730758108
1,MFC,0.575,alexnet conv4,0.011761051514283844
1,MFC,0.575,resnet50 avgpool,0.010552057448226178
1,MFC,0.575,clip ln_post,-0.010393191499474184
1,MFC,0.575,category,0.004799595820129542
1,MFC,0.575,low-level,-0.02765231000993437
1,MFC,0.6,alexnet conv1,0.006586989347575641
1,MFC,0.6,alexnet conv4,-0.005332776688751255
1,MFC,0.6,resnet50 avgpool,-0.00021238884667412953
1,MFC,0.6,clip ln_post,-0.018465000274372312
1,MFC,0.6,category,-0.004959032565586308
1,MFC,0.6,low-level,-0.02307665558944851
1,MFC,0.625,alexnet conv1,0.005764863137189738
1,MFC,0.625,alexnet conv4,-0.005038572313418904
1,MFC,0.625,resnet50 avgpool,-0.001948531505016271
1,MFC,0.625,clip ln_post,-0.01719560950435989
1,MFC,0.625,category,-0.00026572790909461
1,MFC,0.625,low-level,-0.019053984124346512
1,MFC,0.65,alexnet conv1,0.012962346982021875
1,MFC,0.65,alexnet conv4,0.015710870623159186
1,MFC,0.65,resnet50 avgpool,0.0014953532491287424
1,MFC,0.65,clip ln_post,-0.01469760685486932
1,MFC,0.65,category,0.006034772445852074
1,MFC,0.65,low-level,-0.013723134098828213
1,MFC,0.675,alexnet conv1,0.008033090254158971
1,MFC,0.675,alexnet conv4,0.002370749442614394
1,MFC,0.675,resnet50 avgpool,0.0012781702972863278
1,MFC,0.675,clip ln_post,-0.008935736811564888
1,MFC,0.675,category,-0.0029193417875014744
1,MFC,0.675,low-level,-0.019971151536586743
1,MFC,0.7,alexnet conv1,0.005564562652472198
1,MFC,0.7,alexnet conv4,-0.0026179293811297373
1,MFC,0.7,resnet50 avgpool,-0.005044811416011904
1,MFC,0.7,clip ln_post,-0.01762970638399798
1,MFC,0.7,category,-0.004090377193787376
1,MFC,0.7,low-level,-0.0123248550356675
1,MFC,0.725,alexnet conv1,0.004509352074882274
1,MFC,0.725,alexnet conv4,-0.009304905462436936
1,MFC,0.725,resnet50 avgpool,-0.008247040084673177
1,MFC,0.725,clip ln_post,-0.013561104298412736
1,MFC,0.725,category,-0.014057922694239678
1,MFC,0.725,low-level,-0.00992438085227179
1,MFC,0.75,alexnet conv1,-0.01406656343102457
1,MFC,0.75,alexnet conv4,-0.01423395438130565
1,MFC,0.75,resnet50 avgpool,-0.020542763199015653
1,MFC,0.75,clip ln_post,-0.021373069673529435
1,MFC,0.75,category,-0.02343353636960537
1,MFC,0.75,low-level,-0.021755857062671868
1,MFC,0.775,alexnet conv1,-0.011103848321007716
1,MFC,0.775,alexnet conv4,-0.028896568779029307
1,MFC,0.775,resnet50 avgpool,-0.03576826128141225
1,MFC,0.775,clip ln_post,-0.04140954411487893
1,MFC,0.775,category,-0.024424976361468707
1,MFC,0.775,low-level,-0.020648430045255066
1,MFC,0.8,alexnet conv1,0.0019320743214143892
1,MFC,0.8,alexnet conv4,-0.019822597102344894
1,MFC,0.8,resnet50 avgpool,-0.032881315908152894
1,MFC,0.8,clip ln_post,-0.03179677204393349
1,MFC,0.8,category,-0.01091317033557519
1,MFC,0.8,low-level,-0.006421388132120488
1,MFC,0.825,alexnet conv1,-0.004595787729085736
1,MFC,0.825,alexnet conv4,0.006862023745924591
1,MFC,0.825,resnet50 avgpool,-0.013532513647026071
1,MFC,0.825,clip ln_post,-0.011493997625680756
1,MFC,0.825,category,0.006208870041465784
1,MFC,0.825,low-level,-0.006676882041325858
1,MFC,0.85,alexnet conv1,-0.0019411550911837517
1,MFC,0.85,alexnet conv4,0.02154687692787143
1,MFC,0.85,resnet50 avgpool,-0.004411364495893269
1,MFC,0.85,clip ln_post,0.013429387225467566
1,MFC,0.85,category,0.00503050421010141
1,MFC,0.85,low-level,-0.01102684945043188
1,MFC,0.875,alexnet conv1,0.00047049083930270313
1,MFC,0.875,alexnet conv4,0.009024453531937131
1,MFC,0.875,resnet50 avgpool,-0.009682447688129129
1,MFC,0.875,clip ln_post,0.010946026249993976
1,MFC,0.875,category,0.0018802540326280678
1,MFC,0.875,low-level,0.002909611051927969
1,MFC,0.9,alexnet conv1,0.0016158373599306167
1,MFC,0.9,alexnet conv4,0.019178387609434154
1,MFC,0.9,resnet50 avgpool,0.003804903748415465
1,MFC,0.9,clip ln_post,-0.0005586711225038983
1,MFC,0.9,category,0.02486846707871626
1,MFC,0.9,low-level,0.0076960885024805765
1,MFC,0.925,alexnet conv1,-0.0005010564815953917
1,MFC,0.925,alexnet conv4,0.027904569186889095
1,MFC,0.925,resnet50 avgpool,0.007318731532868476
1,MFC,0.925,clip ln_post,0.008685426850757213
1,MFC,0.925,category,0.016704206147568068
1,MFC,0.925,low-level,0.012808072162211281
1,MFC,0.95,alexnet conv1,-0.005232522541895389
1,MFC,0.95,alexnet conv4,0.013083717100163317
1,MFC,0.95,resnet50 avgpool,0.01445582995020291
1,MFC,0.95,clip ln_post,-0.00025730297510052604
1,MFC,0.95,category,0.018626610124397352
1,MFC,0.95,low-level,-0.017200316619716657
1,MFC,0.975,alexnet conv1,0.010089542285902031
1,MFC,0.975,alexnet conv4,0.019329215055232603
1,MFC,0.975,resnet50 avgpool,0.011368211969143388
1,MFC,0.975,clip ln_post,-0.0003911754622645028
1,MFC,0.975,category,0.01076656183400575
1,MFC,0.975,low-level,-0.0073069347478727275
1,MFC,1.0,alexnet conv1,-0.00367878946370124
1,MFC,1.0,alexnet conv4,0.006585536295538748
1,MFC,1.0,resnet50 avgpool,0.019506190994005385
1,MFC,1.0,clip ln_post,-0.00277882992491787
1,MFC,1.0,category,0.014453765648477166
1,MFC,1.0,low-level,-0.01295423598755873
1,MFC,1.025,alexnet conv1,-0.002061102764814578
1,MFC,1.025,alexnet conv4,-0.017773817894162502
1,MFC,1.025,resnet50 avgpool,0.009389659313617654
1,MFC,1.025,clip ln_post,-0.004371134929909539
1,MFC,1.025,category,0.0032473783097630962
1,MFC,1.025,low-level,-0.021235253648243156
1,MFC,1.05,alexnet conv1,5.763880474504035e-05
1,MFC,1.05,alexnet conv4,-0.010602904603982815
1,MFC,1.05,resnet50 avgpool,0.01666502320359789
1,MFC,1.05,clip ln_post,0.010624811538184262
1,MFC,1.05,category,0.014530735111801123
1,MFC,1.05,low-level,-0.031340168966947926
1,MFC,1.075,alexnet conv1,-0.007055115352742914
1,MFC,1.075,alexnet conv4,-0.016071179200635548
1,MFC,1.075,resnet50 avgpool,0.010452494387095179
1,MFC,1.075,clip ln_post,0.005283704769518627
1,MFC,1.075,category,0.006925419092886423
1,MFC,1.075,low-level,-0.02973998494032383
1,MFC,1.1,alexnet conv1,0.011268537754364332
1,MFC,1.1,alexnet conv4,-0.014325950939756735
1,MFC,1.1,resnet50 avgpool,0.010459661381011072
1,MFC,1.1,clip ln_post,0.022524305726581824
1,MFC,1.1,category,0.011182563457209036
1,MFC,1.1,low-level,-0.028982506658200177
1,MFC,1.125,alexnet conv1,0.017494028052783717
1,MFC,1.125,alexnet conv4,-0.008818266736639983
1,MFC,1.125,resnet50 avgpool,0.0035624921403094377
1,MFC,1.125,clip ln_post,0.030717861575471322
1,MFC,1.125,category,0.016159922085491524
1,MFC,1.125,low-level,-0.021196266103457255
1,MFC,1.15,alexnet conv1,0.006229271133375692
1,MFC,1.15,alexnet conv4,0.0142311900384062
1,MFC,1.15,resnet50 avgpool,0.023192801486131367
1,MFC,1.15,clip ln_post,0.039698499628083125
1,MFC,1.15,category,0.0223064835137903
1,MFC,1.15,low-level,-0.010732374440130353
1,MFC,1.175,alexnet conv1,-0.0031125534494398596
1,MFC,1.175,alexnet conv4,0.004119078729181696
1,MFC,1.175,resnet50 avgpool,0.011022801202351268
1,MFC,1.175,clip ln_post,0.03179390299107573
1,MFC,1.175,category,0.007977335091647155
1,MFC,1.175,low-level,0.0031579186361482183
1,MFC,1.2,alexnet conv1,-0.022824261095009193
1,MFC,1.2,alexnet conv4,-0.004881393000456961
1,MFC,1.2,resnet50 avgpool,-0.00354230889311406
1,MFC,1.2,clip ln_post,0.01559259508701649
1,MFC,1.2,category,0.027923421730169467
1,MFC,1.2,low-level,-0.01366185138753389
2,MTL,-0.2,alexnet conv1,0.02542006928925355
2,MTL,-0.2,alexnet conv4,-0.00854255897271296
2,MTL,-0.2,resnet50 avgpool,0.011112191288301583
2,MTL,-0.2,clip ln_post,-0.025166378002253596
2,MTL,-0.2,category,-0.021840281608836696
2,MTL,-0.2,low-level,-0.004904086064806972
2,MTL,-0.175,alexnet conv1,0.006183569263878297
2,MTL,-0.175,alexnet conv4,-0.007884920830379224
2,MTL,-0.175,resnet50 avgpool,0.009921138065408968
2,MTL,-0.175,clip ln_post,-0.016752331977761437
2,MTL,-0.175,category,-0.018271009034133447
2,MTL,-0.175,low-level,-0.003948353169458962
2,MTL,-0.15,alexnet conv1,0.011527052143136415
2,MTL,-0.15,alexnet conv4,-0.004972168479701875
2,MTL,-0.15,resnet50 avgpool,0.004610524447526419
2,MTL,-0.15,clip ln_post,-0.007634657586322183
2,MTL,-0.15,category,-0.008219802774237981
2,MTL,-0.15,low-level,0.0045137450603641
2,MTL,-0.125,alexnet conv1,0.012549039056414944
2,MTL,-0.125,alexnet conv4,-0.010695663128745928
2,MTL,-0.125,resnet50 avgpool,0.0014896860240003731
2,MTL,-0.125,clip ln_post,-0.008170941719738829
2,MTL,-0.125,category,-0.004306323620003603
2,MTL,-0.125,low-level,0.019702327244226953
2,MTL,-0.1,alexnet conv1,-0.012167442138952397
2,MTL,-0.1,alexnet conv4,-0.026448416124307747
2,MTL,-0.1,resnet50 avgpool,-0.016871040852039304
2,MTL,-0.1,clip ln_post,-0.0059204009201898255
2,MTL,-0.1,category,-0.02132771311540447
2,MTL,-0.1,low-level,0.010120162699557528
2,MTL,-0.075,alexnet conv1,0.01351287489161392
2,MTL,-0.075,alexnet conv4,-0.014961599990844806
2,MTL,-0.075,resnet50 avgpool,0.004533261385671147
2,MTL,-0.075,clip ln_post,-0.0015439112841044201
2,MTL,-0.075,category,-0.011087567374353327
2,MTL,-0.075,low-level,0.019578653507002632
2,MTL,-0.05,alexnet conv1,-0.0009181178564772241
2,MTL,-0.05,alexnet conv4,-0.0031691548201363863
2,MTL,-0.05,resnet50 avgpool,0.013832926517425142
2,MTL,-0.05,clip ln_post,0.02456339684723664
2,MTL,-0.05,category,0.011734825398906433
2,MTL,-0.05,low-level,0.011645975270098212
2,MTL,-0.025,alexnet conv1,-0.002796403477767608
2,MTL,-0.025,alexnet conv4,-0.00349131353249335
2,MTL,-0.025,resnet50 avgpool,0.0100844292180915
2,MTL,-0.025,clip ln_post,0.011392598112973192
2,MTL,-0.025,category,0.009529284326802065
2,MTL,-0.025,low-level,0.015062417960553126
2,MTL,-0.0,alexnet conv1,0.005599400461064045
2,MTL,-0.0,alexnet conv4,0.00037321689895266074
2,MTL,-0.0,resnet50 avgpool,0.004951806420116148
2,MTL,-0.0,clip ln_post,0.0059045301123544945
2,MTL,-0.0,category,-0.008073889115523699
2,MTL,-0.0,low-level,0.009673173607667496
2,MTL,0.025,alexnet conv1,0.0010886001669121843
2,MTL,0.025,alexnet conv4,-0.001018639416457395
2,MTL,0.025,resnet50 avgpool,0.016476007230541583
2,MTL,0.025,clip ln_post,-0.008334769309592411
2,MTL,0.025,category,0.009143922612761778
2,MTL,0.025,low-level,0.019264356096131294
2,MTL,0.05,alexnet conv1,0.023544991014532404
2,MTL,0.05,alexnet conv4,0.010757807683543284
2,MTL,0.05,resnet50 avgpool,0.02526700910495938
2,MTL,0.05,clip ln_post,0.013121622105072507
2,MTL,0.05,category,-0.0004115513450915694
2,MTL,0.05,low-level,0.030088875299576805
2,MTL,0.075,alexnet conv1,0.010539278000544725
2,MTL,0.075,alexnet conv4,0.007544249397392581
2,MTL,0.075,resnet50 avgpool,0.016930828627313405
2,MTL,0.075,clip ln_post,0.028393830494411174
2,MTL,0.075,category,-0.0016761363872820282
2,MTL,0.075,low-level,0.0008047298590040783
2,MTL,0.1,alexnet conv1,-0.02755615404975462
2,MTL,0.1,alexnet conv4,0.005641648512859556
2,MTL,0.1,resnet50 avgpool,0.016459382511006402
2,MTL,0.1,clip ln_post,0.020478029891864317
2,MTL,0.1,category,0.006680226606009066
2,MTL,0.1,low-level,0.005614428756465567
2,MTL,0.125,alexnet conv1,0.0018486204846391847
2,MTL,0.125,alexnet conv4,0.014440614787798858
2,MTL,0.125,resnet50 avgpool,0.008569986538101138
2,MTL,0.125,clip ln_post,0.01811298633651675
2,MTL,0.125,category,-0.003275574569342446
2,MTL,0.125,low-level,0.020762133783525587
2,MTL,0.15,alexnet conv1,-0.005561448739404223
2,MTL,0.15,alexnet conv4,-0.016923695462768663
2,MTL,0.15,resnet50 avgpool,-0.015264366418922261
2,MTL,0.15,clip ln_post,-0.023306184650837208
2,MTL,0.15,category,-0.02385314182392092
2,MTL,0.15,low-level,0.011192352399618462
2,MTL,0.175,alexnet conv1,-0.01813265408853274
2,MTL,0.175,alexnet conv4,-0.004063144280373498
2,MTL,0.175,resnet50 avgpool,-0.018171854275080137
2,MTL,0.175,clip ln_post,-0.016101069866427724
2,MTL,0.175,category,-0.01648450205884959
2,MTL,0.175,low-level,-0.01097859104702922
2,MTL,0.2,alexnet conv1,-0.012987942928600801
2,MTL,0.2,alexnet conv4,0.005769146579945945
2,MTL,0.2,resnet50 avgpool,-0.0037938141583689347
2,MTL,0.2,clip ln_post,-0.007582262334104953
2,MTL,0.2,category,-0.008014027101692196
2,MTL,0.2,low-level,-0.0064926730608173226
2,MTL,0.225,alexnet conv1,-0.00704027714618879
2,MTL,0.225,alexnet conv4,0.0041751517173193526
2,MTL,0.225,resnet50 avgpool,-0.006023778645648279
2,MTL,0.225,clip ln_post,-0.0017236982825272885
2,MTL,0.225,category,-0.0029837472519138783
2,MTL,0.225,low-level,-0.008824544501371438
2,MTL,0.25,alexnet conv1,-0.009437990208529914
2,MTL,0.25,alexnet conv4,0.013091438251397051
2,MTL,0.25,resnet50 avgpool,0.011965376083245462
2,MTL,0.25,clip ln_post,0.030571554378027103
2,MTL,0.25,category,0.013611125394937541
2,MTL,0.25,low-level,-0.023381243970800603
2,MTL,0.275,alexnet conv1,-0.017785052467228234
2,MTL,0.275,alexnet conv4,0.017837766682087707
2,MTL,0.275,resnet50 avgpool,0.03242771720150967
2,MTL,0.275,clip ln_post,0.05293775612216896
2,MTL,0.275,category,0.01712240664374152
2,MTL,0.275,low-level,-0.03551315560451386
2,MTL,0.3,alexnet conv1,-0.030679474904753895
2,MTL,0.3,alexnet conv4,-0.006612796324993627
2,MTL,0.3,resnet50 avgpool,0.013047099222280157
2,MTL,0.3,clip ln_post,0.03408461053063347
2,MTL,0.3,category,0.0014890675940585874
2,MTL,0.3,low-level,-0.023554595334093334
2,MTL,0.325,alexnet conv1,-0.043659074866060826
2,MTL,0.325,alexnet conv4,-0.021945828312732472
2,MTL,0.325,resnet50 avgpool,-0.009536428845800882
2,MTL,0.325,clip ln_post,0.011498111921581225
2,MTL,0.325,category,0.001163567893849801
2,MTL,0.325,low-level,-0.02498969847320896
2,MTL,0.35,alexnet conv1,-0.017697365126292327
2,MTL,0.35,alexnet conv4,-0.007090882663580089
2,MTL,0.35,resnet50 avgpool,0.004790171295697392
2,MTL,0.35,clip ln_post,0.0039042026182670307
2,MTL,0.35,category,-0.0030249023864230354
2,MTL,0.35,low-level,-0.02568567656950949
2,MTL,0.375,alexnet conv1,-0.0013669208470297183
2,MTL,0.375,alexnet conv4,-0.02697832583764681
2,MTL,0.375,resnet50 avgpool,-0.012928599767918918
2,MTL,0.375,clip ln_post,0.004295260483193736
2,MTL,0.375,category,0.004854435184148285
2,MTL,0.375,low-level,-0.021288863535976813
2,MTL,0.4,alexnet conv1,0.020368741691989725
2,MTL,0.4,alexnet conv4,-0.021938102328731432
2,MTL,0.4,resnet50 avgpool,-0.014264816433326485
2,MTL,0.4,clip ln_post,-0.016605688097528184
2,MTL,0.4,category,-0.007183441659780122
2,MTL,0.4,low-level,-0.01012743601435417
2,MTL,0.425,alexnet conv1,0.053130633476303354
2,MTL,0.425,alexnet conv4,-0.01214815939739851
2,MTL,0.425,resnet50 avgpool,-0.0006977871621956868
2,MTL,0.425,clip ln_post,-0.007327644766704539
2,MTL,0.425,category,0.003907867090437675
2,MTL,0.425,low-level,0.010717399305169205
2,MTL,0.45,alexnet conv1,0.055591330384030774
2,MTL,0.45,alexnet conv4,0.0004622815785709892
2,MTL,0.45,resnet50 avgpool,0.010451896734871577
2,MTL,0.45,clip ln_post,-0.01768083706210328
2,MTL,0.45,category,0.026949130351768862
2,MTL,0.45,low-level,0.015975053847982073
2,MTL,0.475,alexnet conv1,0.07623788370464839
2,MTL,0.475,alexnet conv4,0.003004790793111758
2,MTL,0.475,resnet50 avgpool,0.0006808821421567139
2,MTL,0.475,clip ln_post,-0.01458878260065617
2,MTL,0.475,category,0.00879597465736618
2,MTL,0.475,low-level,0.009856010082260917
2,MTL,0.5,alexnet conv1,0.07334022086442511
2,MTL,0.5,alexnet conv4,0.012643576039546935
2,MTL,0.5,resnet50 avgpool,0.004170658854646521
2,MTL,0.5,clip ln_post,-0.008552636903469945
2,MTL,0.5,category,0.007791415237756303
2,MTL,0.5,low-level,0.029031514140535383
2,MTL,0.525,alexnet conv1,0.0487957330247373
2,MTL,0.525,alexnet conv4,0.004063812813184265
2,MTL,0.525,resnet50 avgpool,0.0013302578633183609
2,MTL,0.525,clip ln_post,-0.030224419924228915
2,MTL,0.525,category,0.0072470450494760905
2,MTL,0.525,low-level,-0.0014216277729420035
2,MTL,0.55,alexnet conv1,0.038960669766906236
2,MTL,0.55,alexnet conv4,-0.0037249069511870146
2,MTL,0.55,resnet50 avgpool,-0.0021927344588706637
2,MTL,0.55,clip ln_post,-0.020028057371623595
2,MTL,0.55,category,-0.0048955903186574425
2,MTL,0.55,low-level,0.00867070140877358
2,MTL,0.575,alexnet conv1,0.047173946528252096
2,MTL,0.575,alexnet conv4,0.022479774997695094
2,MTL,0.575,resnet50 avgpool,0.02463757338170534
2,MTL,0.575,clip ln_post,-0.008833586609002346
2,MTL,0.575,category,0.026152217292637007
2,MTL,0.575,low-level,0.021923310838927942
2,MTL,0.6,alexnet conv1,0.030923057653470584
2,MTL,0.6,alexnet conv4,0.00571298176922946
2,MTL,0.6,resnet50 avgpool,0.01783104913553134
2,MTL,0.6,clip ln_post,-0.008312322716375043
2,MTL,0.6,category,0.02367729715829088
2,MTL,0.6,low-level,0.04417734083203551
2,MTL,0.625,alexnet conv1,0.020330978448254867
2,MTL,0.625,alexnet conv4,0.008997174171413026
2,MTL,0.625,resnet50 avgpool,0.013525549629337058
2,MTL,0.625,clip ln_post,-0.005954210960267772
2,MTL,0.625,category,0.020803920494378833
2,MTL,0.625,low-level,0.03251329745589984
2,MTL,0.65,alexnet conv1,0.0003925576337142302
2,MTL,0.65,alexnet conv4,0.030076464753133105
2,MTL,0.65,resnet50 avgpool,0.04360737069956846
2,MTL,0.65,clip ln_post,0.03419085408710482
2,MTL,0.65,category,0.0461330350968327
2,MTL,0.65,low-level,0.01457666202025087
2,MTL,0.675,alexnet conv1,-0.006496025390405764
2,MTL,0.675,alexnet conv4,0.02851123452151622
2,MTL,0.675,resnet50 avgpool,0.037538458840042546
2,MTL,0.675,clip ln_post,0.04521485864851546
2,MTL,0.675,category,0.037834663429440876
2,MTL,0.675,low-level,0.009519507716537553
2,MTL,0.7,alexnet conv1,0.01288346333219641
2,MTL,0.7,alexnet conv4,0.044702082706201234
2,MTL,0.7,resnet50 avgpool,0.0517870871138139
2,MTL,0.7,clip ln_post,0.07082653105225686
2,MTL,0.7,category,0.04745935284078689
2,MTL,0.7,low-level,0.02295428831031944
2,MTL,0.725,alexnet conv1,0.016216112281242215
2,MTL,0.725,alexnet conv4,0.02121828419130676
2,MTL,0.725,resnet50 avgpool,0.048244786275312014
2,MTL,0.725,clip ln_post,0.04013592145162825
2,MTL,0.725,category,0.030271472119417164
2,MTL,0.725,low-level,0.014539541534567805
2,MTL,0.75,alexnet conv1,-0.009845508478903373
2,MTL,0.75,alexnet conv4,0.01781693423315079
2,MTL,0.75,resnet50 avgpool,0.049874880298797504
2,MTL,0.75,clip ln_post,0.04209203073578148
2,MTL,0.75,category,0.045642914858587284
2,MTL,0.75,low-level,-0.009476932647487618
2,MTL,0.775,alexnet conv1,-0.006517824392804029
2,MTL,0.775,alexnet conv4,0.003368524191686161
2,MTL,0.775,resnet50 avgpool,0.03592012938310409
2,MTL,0.775,clip ln_post,0.01236347367921565
2,MTL,0.775,category,0.015322804852932024
2,MTL,0.775,low-level,-0.0213334377597693
2,MTL,0.8,alexnet conv1,-0.009947471814463388
2,MTL,0.8,alexnet conv4,-0.01075496279452205
2,MTL,0.8,resnet50 avgpool,0.022703688383473364
2,MTL,0.8,clip ln_post,0.01566941031243467
2,MTL,0.8,category,0.008354492305358858
2,MTL,0.8,low-level,-0.030846384189226733
2,MTL,0.825,alexnet conv1,-0.007544607022173279
2,MTL,0.825,alexnet conv4,-0.004437060319663201
2,MTL,0.825,resnet50 avgpool,0.013844194919862024
2,MTL,0.825,clip ln_post,0.017085082505132337
2,MTL,0.825,category,0.010943524403571277
2,MTL,0.825,low-level,-0.02251628494377507
2,MTL,0.85,alexnet conv1,-0.00111808810209547
2,MTL,0.85,alexnet conv4,0.005027297467292283
2,MTL,0.85,resnet50 avgpool,0.013415977907113802
2,MTL,0.85,clip ln_post,0.027512768686719587
2,MTL,0.85,category,0.010533843746411942
2,MTL,0.85,low-level,-0.01890632697390128
2,MTL,0.875,alexnet conv1,-0.002836500948111622
2,MTL,0.875,alexnet conv4,0.01897065432859885
2,MTL,0.875,resnet50 avgpool,0.017754602811350908
2,MTL,0.875,clip ln_post,0.04159667853053048
2,MTL,0.875,category,0.026730259863697432
2,MTL,0.875,low-level,-0.018050144252304785
2,MTL,0.9,alexnet conv1,-0.0033123336062107073
2,MTL,0.9,alexnet conv4,0.004799550086117337
2,MTL,0.9,resnet50 avgpool,0.006935077467455694
2,MTL,0.9,clip ln_post,0.01740805795516414
2,MTL,0.9,category,0.007237691609814919
2,MTL,0.9,low-level,-0.018052003256795447
2,MTL,0.925,alexnet conv1,-0.003399739035720388
2,MTL,0.925,alexnet conv4,0.028905006790746878
2,MTL,0.925,resnet50 avgpool,0.03377485753195291
2,MTL,0.925,clip ln_post,0.03822434772912904
2,MTL,0.925,category,0.013564358196631682
2,MTL,0.925,low-level,-0.006611762112789985
2,MTL,0.95,alexnet conv1,0.0014596278222748923
2,MTL,0.95,alexnet conv4,0.007259626788707059
2,MTL,0.95,resnet50 avgpool,0.01918801770375405
2,MTL,0.95,clip ln_post,0.02788341294254263
2,MTL,0.95,category,-0.003159591917543912
2,MTL,0.95,low-level,-0.004758980615499699
2,MTL,0.975,alexnet conv1,0.009635258937223693
2,MTL,0.975,alexnet conv4,0.02166889946959928
2,MTL,0.975,resnet50 avgpool,0.03723575684886252
2,MTL,0.975,clip ln_post,0.03947264024800267
2,MTL,0.975,category,0.006358468281664748
2,MTL,0.975,low-level,0.01247394912892527
2,MTL,1.0,alexnet conv1,0.01514864097299509
2,MTL,1.0,alexnet conv4,0.008037623389892692
2,MTL,1.0,resnet50 avgpool,0.021438265315419775
2,MTL,1.0,clip ln_post,-0.0061258515239339135
2,MTL,1.0,category,7.669820522161066e-05
2,MTL,1.0,low-level,0.0068082124928864896
2,MTL,1.025,alexnet conv1,-0.006907843212759785
2,MTL,1.025,alexnet conv4,0.01397162049543881
2,MTL,1.025,resnet50 avgpool,-0.0016892213205610125
2,MTL,1.025,clip ln_post,-0.00314162415571233
2,MTL,1.025,category,-0.008326431986375343
2,MTL,1.025,low-level,0.012106335018203556
2,MTL,1.05,alexnet conv1,-0.016772801969150347
2,MTL,1.05,alexnet conv4,-0.0015578828143882027
2,MTL,1.05,resnet50 avgpool,-0.0034721967159503262
2,MTL,1.05,clip ln_post,-0.0016934999305499123
