criterion,unit_of_inference,layer,supervised,clip
similarity tuning (MTL concept cells),13-30,avgpool,0.16541547630859224,-0.1195753120898846
similarity tuning (MTL concept cells),13-31,avgpool,0.18055053169667964,0.12745789927630188
similarity tuning (MTL concept cells),13-32,avgpool,0.1892482510396852,0.20149208923019554
similarity tuning (MTL concept cells),13-33,avgpool,0.1392838182858523,0.07404194261818726
similarity tuning (MTL concept cells),13-35,avgpool,0.3337705509339455,0.458011148788956
similarity tuning (MTL concept cells),13-37,avgpool,0.2869657980208231,0.10661837293129939
similarity tuning (MTL concept cells),13-46,avgpool,0.09193983550623247,0.27928941215626046
similarity tuning (MTL concept cells),13-75,avgpool,0.7111039415427632,0.7441861608406992
similarity tuning (MTL concept cells),13-77,avgpool,0.7766904970580099,0.6829637145202165
similarity tuning (MTL concept cells),13-78,avgpool,0.4100108349024657,0.4034116225252121
similarity tuning (MTL concept cells),13-80,avgpool,0.2140376282674463,0.2618127531086703
similarity tuning (MTL concept cells),13-82,avgpool,0.3402253692369665,0.3325533973028443
similarity tuning (MTL concept cells),13-83,avgpool,0.5830384304684231,0.6154196546181366
similarity tuning (MTL concept cells),13-84,avgpool,0.4611850680553269,0.43761181130999305
similarity tuning (MTL concept cells),13-85,avgpool,0.7419040190830893,0.5739057790121649
similarity tuning (MTL concept cells),13-86,avgpool,0.6671305586165486,0.6665754575465953
similarity tuning (MTL concept cells),13-88,avgpool,0.33140134014039735,0.36887687971281474
similarity tuning (MTL concept cells),13-89,avgpool,0.3833357335699368,0.28286260736011115
similarity tuning (MTL concept cells),13-90,avgpool,0.6205548979445279,0.6205801237533874
similarity tuning (MTL concept cells),13-92,avgpool,0.7255447723972593,0.7227408078496619
similarity tuning (MTL concept cells),13-93,avgpool,0.4706044367657255,0.4493852301891575
similarity tuning (MTL concept cells),13-94,avgpool,0.7229895419273443,0.7612129211854379
similarity tuning (MTL concept cells),13-95,avgpool,0.06783750048890043,-0.06494167042850467
similarity tuning (MTL concept cells),13-97,avgpool,0.49716047018601506,0.44921034200810694
similarity tuning (MTL concept cells),13-98,avgpool,0.284748890082403,0.020939273391370115
similarity tuning (MTL concept cells),14-14,avgpool,0.18996832389384197,0.26319027580510895
similarity tuning (MTL concept cells),14-15,avgpool,0.19427693850881683,0.14688179357271847
similarity tuning (MTL concept cells),14-16,avgpool,0.041169079687600404,-0.12589753769815293
similarity tuning (MTL concept cells),14-17,avgpool,0.09226257347836324,0.0008359870743509026
similarity tuning (MTL concept cells),14-18,avgpool,-0.15605419018848576,-0.0672917388575795
similarity tuning (MTL concept cells),14-19,avgpool,-0.05317515193922909,-0.03503274065770451
similarity tuning (MTL concept cells),14-45,avgpool,0.29184503476174173,0.33063343337956363
similarity tuning (MTL concept cells),14-46,avgpool,0.01754760518343929,0.06321191768225737
similarity tuning (MTL concept cells),14-47,avgpool,0.16843688724413267,0.17540341367879522
similarity tuning (MTL concept cells),14-48,avgpool,0.6562513275070934,0.673260491046904
similarity tuning (MTL concept cells),14-49,avgpool,0.1802459589005732,0.2095936013904693
similarity tuning (MTL concept cells),14-50,avgpool,0.6059689937111464,0.5110865076885545
similarity tuning (MTL concept cells),14-51,avgpool,0.2661137715340716,0.33736676203489824
similarity tuning (MTL concept cells),14-52,avgpool,-0.15136282590051447,0.03809742768595039
similarity tuning (MTL concept cells),14-53,avgpool,0.38965099286391314,0.6046430128484374
similarity tuning (MTL concept cells),14-55,avgpool,0.4772505709104887,0.5231616070401438
similarity tuning (MTL concept cells),14-56,avgpool,0.44688603627647094,0.46167719148079905
similarity tuning (MTL concept cells),14-59,avgpool,0.4101036195078991,0.37888116818566925
similarity tuning (MTL concept cells),14-60,avgpool,0.6226814016816159,0.47038070419314437
similarity tuning (MTL concept cells),14-61,avgpool,-0.1635007437958572,0.0845891990225646
similarity tuning (MTL concept cells),14-62,avgpool,0.2579348096306673,0.23040386520131387
similarity tuning (MTL concept cells),14-63,avgpool,-0.1813045447445657,-0.10572071714169724
similarity tuning (MTL concept cells),14-68,avgpool,0.10466285227998758,0.2306875315874467
similarity tuning (MTL concept cells),14-69,avgpool,0.20894334440612994,0.23627465674307271
similarity tuning (MTL concept cells),15-2,avgpool,0.14036906633828822,-0.08912803419389688
similarity tuning (MTL concept cells),15-8,avgpool,-0.08582939616259541,-0.05943405695126343
similarity tuning (MTL concept cells),16-7,avgpool,0.1624992041553893,0.1282016408006449
similarity tuning (MTL concept cells),16-9,avgpool,0.2335776807270806,0.09129993326501751
similarity tuning (MTL concept cells),16-13,avgpool,0.013193949780180016,-0.1786752095231521
similarity tuning (MTL concept cells),16-20,avgpool,0.2140575585503594,0.001013722099594428
similarity tuning (MTL concept cells),16-21,avgpool,0.2877749862495349,0.244713765679349
similarity tuning (MTL concept cells),16-24,avgpool,0.5638453188844343,0.6082924940896868
similarity tuning (MTL concept cells),16-30,avgpool,0.09383788169336939,0.029480223399093394
similarity tuning (MTL concept cells),18-5,avgpool,0.20714105402482474,0.09243811370115734
similarity tuning (MTL concept cells),18-13,avgpool,-0.07228416033498604,-0.010695368970223095
similarity tuning (MTL concept cells),18-14,avgpool,0.12074205701502981,0.14851959191661424
similarity tuning (MTL concept cells),18-16,avgpool,-0.08230712664720025,0.013273689789305643
similarity tuning (MTL concept cells),18-17,avgpool,0.08435511012983543,0.1262531753720338
similarity tuning (MTL concept cells),18-18,avgpool,-0.15142564381831605,-0.19929799093715006
similarity tuning (MTL concept cells),18-19,avgpool,-0.12332118055525963,-0.10384278403519105
similarity tuning (MTL concept cells),18-20,avgpool,-0.1070443885215123,-0.0052661626222486255
similarity tuning (MTL concept cells),18-22,avgpool,-0.11578438078752505,0.02090658599054266
similarity tuning (MTL concept cells),18-23,avgpool,0.2836515778033176,0.15936145396679874
similarity tuning (MTL concept cells),18-24,avgpool,-0.16560213122313133,-0.027643093443563888
similarity tuning (MTL concept cells),18-28,avgpool,-0.10402534468451188,0.029465747990301865
similarity tuning (MTL concept cells),18-29,avgpool,0.13568578729315103,-0.043688146662414155
similarity tuning (MTL concept cells),18-30,avgpool,-0.0605851157953101,0.0539076549615752
similarity tuning (MTL concept cells),18-37,avgpool,0.07526131927789503,0.18239324442667212
similarity tuning (MTL concept cells),21-0,avgpool,0.010491590540274496,-0.08258307796628687
similarity tuning (MTL concept cells),21-2,avgpool,0.011924484045960285,0.18481662529980777
similarity tuning (MTL concept cells),21-4,avgpool,-0.1220722128525271,-0.11416643949791487
similarity tuning (MTL concept cells),21-14,avgpool,-0.009587866993737293,-0.01811602237237731
