analysis,window,subject,unit,reference,value
similarity tuning,300-800,14,14.0,clip ln_post,0.09588935741778098
similarity tuning,300-800,14,14.0,resnet50 avgpool,0.07320992244840842
similarity tuning,300-800,14,14.0,alexnet conv1,0.2802007610732158
similarity tuning,300-800,14,15.0,clip ln_post,0.1810869906569939
similarity tuning,300-800,14,15.0,resnet50 avgpool,0.27145250101854346
similarity tuning,300-800,14,15.0,alexnet conv1,-0.022858355040808416
similarity tuning,300-800,14,16.0,clip ln_post,-0.15786597030475913
similarity tuning,300-800,14,16.0,resnet50 avgpool,-0.02835332301998435
similarity tuning,300-800,14,16.0,alexnet conv1,0.03012220121924196
similarity tuning,300-800,14,17.0,clip ln_post,-0.0433174973234105
similarity tuning,300-800,14,17.0,resnet50 avgpool,0.01916455668891193
similarity tuning,300-800,14,17.0,alexnet conv1,0.05184356172020399
similarity tuning,300-800,14,18.0,clip ln_post,-0.11122474352375561
similarity tuning,300-800,14,18.0,resnet50 avgpool,-0.16240130623443533
similarity tuning,300-800,14,18.0,alexnet conv1,0.06744964505850357
similarity tuning,300-800,14,19.0,clip ln_post,-0.08826135201860373
similarity tuning,300-800,14,19.0,resnet50 avgpool,-0.09040577597875943
similarity tuning,300-800,14,19.0,alexnet conv1,0.09704825995290028
similarity tuning,300-800,14,45.0,clip ln_post,0.2625393166390598
similarity tuning,300-800,14,45.0,resnet50 avgpool,0.25035185531993054
similarity tuning,300-800,14,45.0,alexnet conv1,-0.04561816356710503
similarity tuning,300-800,14,46.0,clip ln_post,0.3938325431120685
similarity tuning,300-800,14,46.0,resnet50 avgpool,0.3366823479692818
similarity tuning,300-800,14,46.0,alexnet conv1,-0.11028570715570817
similarity tuning,300-800,14,47.0,clip ln_post,0.06571195127121073
similarity tuning,300-800,14,47.0,resnet50 avgpool,0.14147235509097741
similarity tuning,300-800,14,47.0,alexnet conv1,0.08739689519071027
similarity tuning,300-800,14,48.0,clip ln_post,0.6670369671237111
similarity tuning,300-800,14,48.0,resnet50 avgpool,0.5995920061675603
similarity tuning,300-800,14,48.0,alexnet conv1,-0.022187501174359907
similarity tuning,300-800,14,49.0,clip ln_post,0.17615999052118794
similarity tuning,300-800,14,49.0,resnet50 avgpool,0.13936436759056328
similarity tuning,300-800,14,49.0,alexnet conv1,0.035685953698995125
similarity tuning,300-800,14,50.0,clip ln_post,0.5187945538007089
similarity tuning,300-800,14,50.0,resnet50 avgpool,0.489997938727779
similarity tuning,300-800,14,50.0,alexnet conv1,0.12257539842994017
similarity tuning,300-800,14,51.0,clip ln_post,0.33005198101314626
similarity tuning,300-800,14,51.0,resnet50 avgpool,0.28535823100218544
similarity tuning,300-800,14,51.0,alexnet conv1,0.017220981642641405
similarity tuning,300-800,14,52.0,clip ln_post,0.07592891852925379
similarity tuning,300-800,14,52.0,resnet50 avgpool,-0.10420370409035669
similarity tuning,300-800,14,52.0,alexnet conv1,0.0894309228702299
similarity tuning,300-800,14,53.0,clip ln_post,0.6600159282369988
similarity tuning,300-800,14,53.0,resnet50 avgpool,0.41663206310101475
similarity tuning,300-800,14,53.0,alexnet conv1,0.3191878243735553
similarity tuning,300-800,14,55.0,clip ln_post,0.39374518006044845
similarity tuning,300-800,14,55.0,resnet50 avgpool,0.3493562111163076
similarity tuning,300-800,14,55.0,alexnet conv1,0.3290335506358576
similarity tuning,300-800,14,56.0,clip ln_post,0.27400894937827713
similarity tuning,300-800,14,56.0,resnet50 avgpool,0.29194053072705245
similarity tuning,300-800,14,56.0,alexnet conv1,0.18602088903507452
similarity tuning,300-800,14,59.0,clip ln_post,0.3052091503962913
similarity tuning,300-800,14,59.0,resnet50 avgpool,0.39493055105411023
similarity tuning,300-800,14,59.0,alexnet conv1,0.13237501002311877
similarity tuning,300-800,14,60.0,clip ln_post,0.4649183455066079
similarity tuning,300-800,14,60.0,resnet50 avgpool,0.5610881004636884
similarity tuning,300-800,14,60.0,alexnet conv1,0.396524723651015
similarity tuning,300-800,14,61.0,clip ln_post,0.05777873671910657
similarity tuning,300-800,14,61.0,resnet50 avgpool,-0.08843080058639224
similarity tuning,300-800,14,61.0,alexnet conv1,-0.21854733157702114
similarity tuning,300-800,14,62.0,clip ln_post,0.3651361167670737
similarity tuning,300-800,14,62.0,resnet50 avgpool,0.39985172892596843
similarity tuning,300-800,14,62.0,alexnet conv1,0.1547092240468085
similarity tuning,300-800,14,63.0,clip ln_post,-0.1360907386841409
similarity tuning,300-800,14,63.0,resnet50 avgpool,-0.06889272677161322
similarity tuning,300-800,14,63.0,alexnet conv1,0.06432213215165526
similarity tuning,300-800,14,68.0,clip ln_post,0.24353621330959224
similarity tuning,300-800,14,68.0,resnet50 avgpool,0.06525142391280574
similarity tuning,300-800,14,68.0,alexnet conv1,-0.001921390243073706
similarity tuning,300-800,14,69.0,clip ln_post,0.20907031552739455
similarity tuning,300-800,14,69.0,resnet50 avgpool,0.18225866811448338
similarity tuning,300-800,14,69.0,alexnet conv1,0.14049000572898873
RSA MTL,200-500,14,,clip ln_post,0.270832618083772
RSA MTL,200-500,14,,resnet50 avgpool,0.22708084268615572
RSA MTL,200-500,14,,alexnet conv1,0.04703279911536904
RSA MTL,200-500,14,,category,0.19568845098054238
similarity tuning,200-500,14,14.0,clip ln_post,0.13401547997105814
similarity tuning,200-500,14,14.0,resnet50 avgpool,0.11081272449001019
similarity tuning,200-500,14,14.0,alexnet conv1,0.022293833612367055
similarity tuning,200-500,14,15.0,clip ln_post,-0.016905019767790408
similarity tuning,200-500,14,15.0,resnet50 avgpool,-0.002838815724999599
similarity tuning,200-500,14,15.0,alexnet conv1,-0.018337215088510925
similarity tuning,200-500,14,16.0,clip ln_post,0.0671036069914854
similarity tuning,200-500,14,16.0,resnet50 avgpool,0.08342539449039515
similarity tuning,200-500,14,16.0,alexnet conv1,0.1179380774114769
similarity tuning,200-500,14,17.0,clip ln_post,-0.015614283177395973
similarity tuning,200-500,14,17.0,resnet50 avgpool,0.07580441555616706
similarity tuning,200-500,14,17.0,alexnet conv1,0.1182151520820468
similarity tuning,200-500,14,18.0,clip ln_post,-0.010059741870671325
similarity tuning,200-500,14,18.0,resnet50 avgpool,-0.11600377401494541
similarity tuning,200-500,14,18.0,alexnet conv1,0.1513268978630961
similarity tuning,200-500,14,19.0,clip ln_post,-0.017269338282257022
similarity tuning,200-500,14,19.0,resnet50 avgpool,-0.02950288479060399
similarity tuning,200-500,14,19.0,alexnet conv1,0.08062539918647632
similarity tuning,200-500,14,45.0,clip ln_post,0.3540915020091558
similarity tuning,200-500,14,45.0,resnet50 avgpool,0.24756875144264096
similarity tuning,200-500,14,45.0,alexnet conv1,0.05025468474307351
similarity tuning,200-500,14,46.0,clip ln_post,0.039307154203964315
similarity tuning,200-500,14,46.0,resnet50 avgpool,0.01867089824688305
similarity tuning,200-500,14,46.0,alexnet conv1,-0.22631094032932453
similarity tuning,200-500,14,47.0,clip ln_post,0.13327414332031914
similarity tuning,200-500,14,47.0,resnet50 avgpool,0.1849303202196595
similarity tuning,200-500,14,47.0,alexnet conv1,0.030836806536872576
similarity tuning,200-500,14,48.0,clip ln_post,0.7185981609774577
similarity tuning,200-500,14,48.0,resnet50 avgpool,0.750648964328323
similarity tuning,200-500,14,48.0,alexnet conv1,-0.12265983546541828
similarity tuning,200-500,14,49.0,clip ln_post,0.3540776626631025
similarity tuning,200-500,14,49.0,resnet50 avgpool,0.3348584685627729
similarity tuning,200-500,14,49.0,alexnet conv1,0.14304535530127052
similarity tuning,200-500,14,50.0,clip ln_post,0.560741746298658
similarity tuning,200-500,14,50.0,resnet50 avgpool,0.6034794983130533
similarity tuning,200-500,14,50.0,alexnet conv1,0.2220782113922243
similarity tuning,200-500,14,51.0,clip ln_post,0.43212724836842387
similarity tuning,200-500,14,51.0,resnet50 avgpool,0.39270946609004576
similarity tuning,200-500,14,51.0,alexnet conv1,0.10184825825684979
similarity tuning,200-500,14,52.0,clip ln_post,-0.09268998805955196
similarity tuning,200-500,14,52.0,resnet50 avgpool,-0.12624432720208278
similarity tuning,200-500,14,52.0,alexnet conv1,0.02017204603362894
similarity tuning,200-500,14,53.0,clip ln_post,0.6822822553682859
similarity tuning,200-500,14,53.0,resnet50 avgpool,0.42270000190388285
similarity tuning,200-500,14,53.0,alexnet conv1,0.35710514647549324
similarity tuning,200-500,14,55.0,clip ln_post,0.47273653215332
similarity tuning,200-500,14,55.0,resnet50 avgpool,0.5098914960349213
similarity tuning,200-500,14,55.0,alexnet conv1,0.43501627836480644
similarity tuning,200-500,14,56.0,clip ln_post,0.37272389223696967
similarity tuning,200-500,14,56.0,resnet50 avgpool,0.40385785004619357
similarity tuning,200-500,14,56.0,alexnet conv1,0.22022467318477765
similarity tuning,200-500,14,59.0,clip ln_post,0.480776826028874
similarity tuning,200-500,14,59.0,resnet50 avgpool,0.5880594838515696
similarity tuning,200-500,14,59.0,alexnet conv1,0.29626479729709093
similarity tuning,200-500,14,60.0,clip ln_post,0.4765116721924926
similarity tuning,200-500,14,60.0,resnet50 avgpool,0.5081527947767964
similarity tuning,200-500,14,60.0,alexnet conv1,0.3799789938569506
similarity tuning,200-500,14,61.0,clip ln_post,-0.10536907077003098
similarity tuning,200-500,14,61.0,resnet50 avgpool,-0.2272388908776507
similarity tuning,200-500,14,61.0,alexnet conv1,-0.23719827172783822
similarity tuning,200-500,14,62.0,clip ln_post,0.34212163342678237
similarity tuning,200-500,14,62.0,resnet50 avgpool,0.44275926256924214
similarity tuning,200-500,14,62.0,alexnet conv1,0.1455283916305969
similarity tuning,200-500,14,63.0,clip ln_post,-0.34435892840420723
similarity tuning,200-500,14,63.0,resnet50 avgpool,-0.3130088190543396
similarity tuning,200-500,14,63.0,alexnet conv1,0.05586019484158233
similarity tuning,200-500,14,68.0,clip ln_post,0.32433424627576746
similarity tuning,200-500,14,68.0,resnet50 avgpool,0.13149992549489098
similarity tuning,200-500,14,68.0,alexnet conv1,-0.07561182091064855
similarity tuning,200-500,14,69.0,clip ln_post,0.14557107283966544
similarity tuning,200-500,14,69.0,resnet50 avgpool,0.13880619551678866
similarity tuning,200-500,14,69.0,alexnet conv1,0.10606721832361267
RSA MTL,500-1000,14,,clip ln_post,0.09946926356126701
RSA MTL,500-1000,14,,resnet50 avgpool,0.07257032398124558
RSA MTL,500-1000,14,,alexnet conv1,0.03788771810053327
RSA MTL,500-1000,14,,category,0.07447398589434778
similarity tuning,500-1000,14,14.0,clip ln_post,0.2474897927524741
similarity tuning,500-1000,14,14.0,resnet50 avgpool,0.1643455363169722
similarity tuning,500-1000,14,14.0,alexnet conv1,0.3491049431821451
similarity tuning,500-1000,14,15.0,clip ln_post,0.2609790236178113
similarity tuning,500-1000,14,15.0,resnet50 avgpool,0.2877441440142125
similarity tuning,500-1000,14,15.0,alexnet conv1,0.09167881391726392
similarity tuning,500-1000,14,16.0,clip ln_post,-0.22582280454960704
similarity tuning,500-1000,14,16.0,resnet50 avgpool,0.0065257760766476965
similarity tuning,500-1000,14,16.0,alexnet conv1,-0.0720414726564309
similarity tuning,500-1000,14,17.0,clip ln_post,-0.13593240631496686
similarity tuning,500-1000,14,17.0,resnet50 avgpool,0.061114925150772464
similarity tuning,500-1000,14,17.0,alexnet conv1,-0.07700378880269959
similarity tuning,500-1000,14,18.0,clip ln_post,-0.1625003471870419
similarity tuning,500-1000,14,18.0,resnet50 avgpool,-0.12331102167050322
similarity tuning,500-1000,14,18.0,alexnet conv1,0.06658896369240141
similarity tuning,500-1000,14,19.0,clip ln_post,-0.06356736841853003
similarity tuning,500-1000,14,19.0,resnet50 avgpool,-0.038970688720258
similarity tuning,500-1000,14,19.0,alexnet conv1,-0.046832285712427216
similarity tuning,500-1000,14,45.0,clip ln_post,0.287358626841522
similarity tuning,500-1000,14,45.0,resnet50 avgpool,0.253574467592196
similarity tuning,500-1000,14,45.0,alexnet conv1,-0.14495491668761204
similarity tuning,500-1000,14,46.0,clip ln_post,0.15740949198145002
similarity tuning,500-1000,14,46.0,resnet50 avgpool,0.015100241730305353
similarity tuning,500-1000,14,46.0,alexnet conv1,0.23498623186682355
similarity tuning,500-1000,14,47.0,clip ln_post,0.010417824116380876
similarity tuning,500-1000,14,47.0,resnet50 avgpool,0.03184417371656629
similarity tuning,500-1000,14,47.0,alexnet conv1,0.061083891404037347
similarity tuning,500-1000,14,48.0,clip ln_post,0.5339017389195739
similarity tuning,500-1000,14,48.0,resnet50 avgpool,0.394111147631018
similarity tuning,500-1000,14,48.0,alexnet conv1,0.15965623347708288
similarity tuning,500-1000,14,49.0,clip ln_post,0.06128156721883619
similarity tuning,500-1000,14,49.0,resnet50 avgpool,0.04586021731327239
similarity tuning,500-1000,14,49.0,alexnet conv1,-0.04121614467395367
similarity tuning,500-1000,14,50.0,clip ln_post,0.43550999156235537
similarity tuning,500-1000,14,50.0,resnet50 avgpool,0.381096586541151
similarity tuning,500-1000,14,50.0,alexnet conv1,-0.05570594514979383
similarity tuning,500-1000,14,51.0,clip ln_post,0.15120451811295987
similarity tuning,500-1000,14,51.0,resnet50 avgpool,0.1445809461775652
similarity tuning,500-1000,14,51.0,alexnet conv1,-0.12149956763933877
similarity tuning,500-1000,14,52.0,clip ln_post,0.04419393034215389
similarity tuning,500-1000,14,52.0,resnet50 avgpool,-0.12162440311477334
similarity tuning,500-1000,14,52.0,alexnet conv1,0.025532535727710814
similarity tuning,500-1000,14,53.0,clip ln_post,0.5528860107066442
similarity tuning,500-1000,14,53.0,resnet50 avgpool,0.3495824085745078
similarity tuning,500-1000,14,53.0,alexnet conv1,0.2870894817912035
similarity tuning,500-1000,14,55.0,clip ln_post,0.3480299733035954
similarity tuning,500-1000,14,55.0,resnet50 avgpool,0.2946643521209407
similarity tuning,500-1000,14,55.0,alexnet conv1,0.1863439317953409
similarity tuning,500-1000,14,56.0,clip ln_post,0.2334356026900466
similarity tuning,500-1000,14,56.0,resnet50 avgpool,0.2157907230316471
similarity tuning,500-1000,14,56.0,alexnet conv1,0.19011844899377228
similarity tuning,500-1000,14,59.0,clip ln_post,0.1823802078037306
similarity tuning,500-1000,14,59.0,resnet50 avgpool,0.12340681559221245
similarity tuning,500-1000,14,59.0,alexnet conv1,0.0017188987014073018
similarity tuning,500-1000,14,60.0,clip ln_post,0.34227819952036453
similarity tuning,500-1000,14,60.0,resnet50 avgpool,0.43720601816120225
similarity tuning,500-1000,14,60.0,alexnet conv1,0.23008146056537715
similarity tuning,500-1000,14,61.0,clip ln_post,0.023257846968822216
similarity tuning,500-1000,14,61.0,resnet50 avgpool,-0.028359918415891732
similarity tuning,500-1000,14,61.0,alexnet conv1,-0.17982087983129053
similarity tuning,500-1000,14,62.0,clip ln_post,0.2133983926054293
similarity tuning,500-1000,14,62.0,resnet50 avgpool,0.0579449703614838
similarity tuning,500-1000,14,62.0,alexnet conv1,-0.023753364388077496
similarity tuning,500-1000,14,63.0,clip ln_post,-0.0532117722044539
similarity tuning,500-1000,14,63.0,resnet50 avgpool,-0.029122141292884037
similarity tuning,500-1000,14,63.0,alexnet conv1,0.0926288459017522
similarity tuning,500-1000,14,68.0,clip ln_post,0.18992171015013562
similarity tuning,500-1000,14,68.0,resnet50 avgpool,0.07246679694510905
similarity tuning,500-1000,14,68.0,alexnet conv1,-0.062067406741044856
similarity tuning,500-1000,14,69.0,clip ln_post,0.22050204813730875
similarity tuning,500-1000,14,69.0,resnet50 avgpool,0.12495284177954769
similarity tuning,500-1000,14,69.0,alexnet conv1,-0.0059765536835020795
RSA MTL,100-600,15,,clip ln_post,0.010624531237680472
RSA MTL,100-600,15,,resnet50 avgpool,0.009534154223321843
RSA MTL,100-600,15,,alexnet conv1,0.00445744332124059
RSA MTL,100-600,15,,category,-0.005639184069300497
similarity tuning,100-600,15,2.0,clip ln_post,0.10995806417382833
similarity tuning,100-600,15,2.0,resnet50 avgpool,0.019010131141060472
similarity tuning,100-600,15,2.0,alexnet conv1,-0.030477368424541993
similarity tuning,100-600,15,8.0,clip ln_post,0.07891896570694633
similarity tuning,100-600,15,8.0,resnet50 avgpool,-0.09475896529849917
similarity tuning,100-600,15,8.0,alexnet conv1,0.07383483680578663
RSA MTL,200-1000,15,,clip ln_post,-0.011520883921130579
RSA MTL,200-1000,15,,resnet50 avgpool,-0.005488108273679588
RSA MTL,200-1000,15,,alexnet conv1,-0.007176582126230491
RSA MTL,200-1000,15,,category,-0.01281373303196317
similarity tuning,200-1000,15,2.0,clip ln_post,0.01042019014979725
similarity tuning,200-1000,15,2.0,resnet50 avgpool,0.14036906633828822
similarity tuning,200-1000,15,2.0,alexnet conv1,0.08743348870837159
similarity tuning,200-1000,15,8.0,clip ln_post,-0.19665418586957656
similarity tuning,200-1000,15,8.0,resnet50 avgpool,-0.08582939616259541
similarity tuning,200-1000,15,8.0,alexnet conv1,0.047216349312459806
RSA MTL,300-800,15,,clip ln_post,0.012804669894027338
RSA MTL,300-800,15,,resnet50 avgpool,-0.00841779464099975
RSA MTL,300-800,15,,alexnet conv1,-0.0003808027327018054
RSA MTL,300-800,15,,category,-0.015412628254184655
similarity tuning,300-800,15,2.0,clip ln_post,0.15669812316860918
similarity tuning,300-800,15,2.0,resnet50 avgpool,0.20807746572162938
similarity tuning,300-800,15,2.0,alexnet conv1,0.04192473240389511
similarity tuning,300-800,15,8.0,clip ln_post,-0.1314857620708723
similarity tuning,300-800,15,8.0,resnet50 avgpool,0.05792818526760166
similarity tuning,300-800,15,8.0,alexnet conv1,-0.020269765531577173
RSA MTL,200-500,15,,clip ln_post,0.02043153222668375
RSA MTL,200-500,15,,resnet50 avgpool,0.029764259930505584
RSA MTL,200-500,15,,alexnet conv1,0.009955840556516226
RSA MTL,200-500,15,,category,0.006563827611027906
similarity tuning,200-500,15,2.0,clip ln_post,-0.004676748980242997
similarity tuning,200-500,15,2.0,resnet50 avgpool,0.05382094728082924
similarity tuning,200-500,15,2.0,alexnet conv1,-0.009660170024764223
similarity tuning,200-500,15,8.0,clip ln_post,-0.10060000326581345
similarity tuning,200-500,15,8.0,resnet50 avgpool,-0.017948515945436897
similarity tuning,200-500,15,8.0,alexnet conv1,0.01776669306321105
RSA MTL,500-1000,15,,clip ln_post,0.010613728391827476
RSA MTL,500-1000,15,,resnet50 avgpool,-0.00612181133046548
RSA MTL,500-1000,15,,alexnet conv1,0.012388942362922166
RSA MTL,500-1000,15,,category,0.001889240816739336
similarity tuning,500-1000,15,2.0,clip ln_post,0.007479988085930055
similarity tuning,500-1000,15,2.0,resnet50 avgpool,0.15811934136901634
similarity tuning,500-1000,15,2.0,alexnet conv1,0.10677366044017444
similarity tuning,500-1000,15,8.0,clip ln_post,-0.18851837171131156
similarity tuning,500-1000,15,8.0,resnet50 avgpool,-0.11073253213149868
similarity tuning,500-1000,15,8.0,alexnet conv1,0.015771538340001424
RSA MTL,100-600,16,,clip ln_post,0.0644006696604989
RSA MTL,100-600,16,,resnet50 avgpool,0.07550916401448708
RSA MTL,100-600,16,,alexnet conv1,0.02603310922589936
RSA MTL,100-600,16,,category,0.052183148640209495
similarity tuning,100-600,16,7.0,clip ln_post,0.15828883041176647
similarity tuning,100-600,16,7.0,resnet50 avgpool,0.11190040810518397
similarity tuning,100-600,16,7.0,alexnet conv1,0.16312272450952736
similarity tuning,100-600,16,9.0,clip ln_post,0.20462936257502476
similarity tuning,100-600,16,9.0,resnet50 avgpool,0.2097188413915374
similarity tuning,100-600,16,9.0,alexnet conv1,0.24607226150948497
similarity tuning,100-600,16,13.0,clip ln_post,-0.07806294306738022
similarity tuning,100-600,16,13.0,resnet50 avgpool,0.0
similarity tuning,100-600,16,13.0,alexnet conv1,0.028468947878231583
similarity tuning,100-600,16,20.0,clip ln_post,0.08165606376646142
similarity tuning,100-600,16,20.0,resnet50 avgpool,0.32682687557146967
similarity tuning,100-600,16,20.0,alexnet conv1,0.004741319831600985
similarity tuning,100-600,16,21.0,clip ln_post,0.3003518118907307
similarity tuning,100-600,16,21.0,resnet50 avgpool,0.31323499435585683
similarity tuning,100-600,16,21.0,alexnet conv1,0.06288123855235547
similarity tuning,100-600,16,24.0,clip ln_post,0.5085645365023687
similarity tuning,100-600,16,24.0,resnet50 avgpool,0.5376888439541723
similarity tuning,100-600,16,24.0,alexnet conv1,0.23218657313865088
similarity tuning,100-600,16,30.0,clip ln_post,0.10234543786230167
similarity tuning,100-600,16,30.0,resnet50 avgpool,0.19295039785065465
similarity tuning,100-600,16,30.0,alexnet conv1,-0.09686931390696164
RSA MTL,200-1000,16,,clip ln_post,0.0897957242270513
RSA MTL,200-1000,16,,resnet50 avgpool,0.08792446851369587
RSA MTL,200-1000,16,,alexnet conv1,0.03452651725024446
RSA MTL,200-1000,16,,category,0.07088530592562094
similarity tuning,200-1000,16,7.0,clip ln_post,0.10467384371671393
similarity tuning,200-1000,16,7.0,resnet50 avgpool,0.1624992041553893
similarity tuning,200-1000,16,7.0,alexnet conv1,0.11689338621629076
similarity tuning,200-1000,16,9.0,clip ln_post,0.17214598380870896
similarity tuning,200-1000,16,9.0,resnet50 avgpool,0.2335776807270806
similarity tuning,200-1000,16,9.0,alexnet conv1,0.2081493173508821
similarity tuning,200-1000,16,13.0,clip ln_post,-0.050034199166396946
similarity tuning,200-1000,16,13.0,resnet50 avgpool,0.013193949780180016
similarity tuning,200-1000,16,13.0,alexnet conv1,0.2713327204794163
similarity tuning,200-1000,16,20.0,clip ln_post,-0.040751628403696005
similarity tuning,200-1000,16,20.0,resnet50 avgpool,0.2140575585503594
similarity tuning,200-1000,16,20.0,alexnet conv1,-0.09099169565959585
similarity tuning,200-1000,16,21.0,clip ln_post,0.2534391161888801
similarity tuning,200-1000,16,21.0,resnet50 avgpool,0.2877749862495349
similarity tuning,200-1000,16,21.0,alexnet conv1,-0.055220158085782456
similarity tuning,200-1000,16,24.0,clip ln_post,0.5194385135022564
similarity tuning,200-1000,16,24.0,resnet50 avgpool,0.5638453188844343
similarity tuning,200-1000,16,24.0,alexnet conv1,0.22005590558022853
similarity tuning,200-1000,16,30.0,clip ln_post,0.03904800741488792
similarity tuning,200-1000,16,30.0,resnet50 avgpool,0.09383788169336939
similarity tuning,200-1000,16,30.0,alexnet conv1,0.1673135563787658
RSA MTL,300-800,16,,clip ln_post,0.0766009373314106
RSA MTL,300-800,16,,resnet50 avgpool,0.08578343292162202
RSA MTL,300-800,16,,alexnet conv1,0.015055137406776492
RSA MTL,300-800,16,,category,0.07664860873261976
similarity tuning,300-800,16,7.0,clip ln_post,-0.035577699682342014
similarity tuning,300-800,16,7.0,resnet50 avgpool,-0.009065471553673687
similarity tuning,300-800,16,7.0,alexnet conv1,0.1954207783032488
similarity tuning,300-800,16,9.0,clip ln_post,0.22628066349214704
similarity tuning,300-800,16,9.0,resnet50 avgpool,0.27484152003875667
similarity tuning,300-800,16,9.0,alexnet conv1,0.2563382984927107
similarity tuning,300-800,16,13.0,clip ln_post,-0.11138877504148258
similarity tuning,300-800,16,13.0,resnet50 avgpool,0.05147122700911408
similarity tuning,300-800,16,13.0,alexnet conv1,0.2321571662469107
similarity tuning,300-800,16,20.0,clip ln_post,0.014238756931346793
similarity tuning,300-800,16,20.0,resnet50 avgpool,0.20481904201245005
similarity tuning,300-800,16,20.0,alexnet conv1,-0.05679276268913251
similarity tuning,300-800,16,21.0,clip ln_post,0.21271887368353284
similarity tuning,300-800,16,21.0,resnet50 avgpool,0.24682654887567426
similarity tuning,300-800,16,21.0,alexnet conv1,0.007386632615576189
similarity tuning,300-800,16,24.0,clip ln_post,0.5819660975514185
similarity tuning,300-800,16,24.0,resnet50 avgpool,0.588030771348328
similarity tuning,300-800,16,24.0,alexnet conv1,0.13164385255157837
similarity tuning,300-800,16,30.0,clip ln_post,0.04983414117558491
similarity tuning,300-800,16,30.0,resnet50 avgpool,0.14722594697803615
similarity tuning,300-800,16,30.0,alexnet conv1,0.06990852528701239
RSA MTL,200-500,16,,clip ln_post,0.09908932757040693
RSA MTL,200-500,16,,resnet50 avgpool,0.10558524489693458
RSA MTL,200-500,16,,alexnet conv1,0.06334893395608057
RSA MTL,200-500,16,,category,0.07482337847704432
similarity tuning,200-500,16,7.0,clip ln_post,0.23991657399245062
similarity tuning,200-500,16,7.0,resnet50 avgpool,0.2637676641304263
similarity tuning,200-500,16,7.0,alexnet conv1,0.19579659166497862
similarity tuning,200-500,16,9.0,clip ln_post,0.21602238337962135
similarity tuning,200-500,16,9.0,resnet50 avgpool,0.2515816234421105
similarity tuning,200-500,16,9.0,alexnet conv1,0.3115878410475609
similarity tuning,200-500,16,13.0,clip ln_post,-0.06769230462460445
similarity tuning,200-500,16,13.0,resnet50 avgpool,-0.09795782151853956
similarity tuning,200-500,16,13.0,alexnet conv1,0.02712919389974495
similarity tuning,200-500,16,20.0,clip ln_post,0.08307969856238814
similarity tuning,200-500,16,20.0,resnet50 avgpool,0.43284198420931713
similarity tuning,200-500,16,20.0,alexnet conv1,-0.040120030213965756
similarity tuning,200-500,16,21.0,clip ln_post,0.346141085184665
similarity tuning,200-500,16,21.0,resnet50 avgpool,0.3727921720047629
similarity tuning,200-500,16,21.0,alexnet conv1,0.005935923882658161
similarity tuning,200-500,16,24.0,clip ln_post,0.49247763196390076
similarity tuning,200-500,16,24.0,resnet50 avgpool,0.5105227374400673
similarity tuning,200-500,16,24.0,alexnet conv1,0.35811037795863343
similarity tuning,200-500,16,30.0,clip ln_post,0.15268221741214677
similarity tuning,200-500,16,30.0,resnet50 avgpool,0.24174684423589907
similarity tuning,200-500,16,30.0,alexnet conv1,0.03254853471964369
RSA MTL,500-1000,16,,clip ln_post,0.04150845114268747
RSA MTL,500-1000,16,,resnet50 avgpool,0.031192568016643066
RSA MTL,500-1000,16,,alexnet conv1,0.008473575544303908
RSA MTL,500-1000,16,,category,0.03792422864362314
similarity tuning,500-1000,16,7.0,clip ln_post,0.038848560276825254
similarity tuning,500-1000,16,7.0,resnet50 avgpool,0.09338922459559958
similarity tuning,500-1000,16,7.0,alexnet conv1,-0.05267457627054254
similarity tuning,500-1000,16,9.0,clip ln_post,0.11069153641309047
similarity tuning,500-1000,16,9.0,resnet50 avgpool,0.1971263446129398
similarity tuning,500-1000,16,9.0,alexnet conv1,0.08566667847309668
similarity tuning,500-1000,16,13.0,clip ln_post,-0.03759369895867479
similarity tuning,500-1000,16,13.0,resnet50 avgpool,0.1291562663610913
similarity tuning,500-1000,16,13.0,alexnet conv1,0.26906017917294484
similarity tuning,500-1000,16,20.0,clip ln_post,-0.09432247445782972
similarity tuning,500-1000,16,20.0,resnet50 avgpool,-0.028629263528472827
similarity tuning,500-1000,16,20.0,alexnet conv1,-0.1144359513843489
similarity tuning,500-1000,16,21.0,clip ln_post,0.0689283654354067
similarity tuning,500-1000,16,21.0,resnet50 avgpool,0.08163741226260443
similarity tuning,500-1000,16,21.0,alexnet conv1,-0.06488089829298707
similarity tuning,500-1000,16,24.0,clip ln_post,0.3487085155640688
similarity tuning,500-1000,16,24.0,resnet50 avgpool,0.3510559034357861
similarity tuning,500-1000,16,24.0,alexnet conv1,-0.053949448844812405
similarity tuning,500-1000,16,30.0,clip ln_post,-0.18867037676630827
similarity tuning,500-1000,16,30.0,resnet50 avgpool,-0.17710469545626775
similarity tuning,500-1000,16,30.0,alexnet conv1,0.04701158230340206
RSA MTL,100-600,17,,clip ln_post,0.028512973885788145
RSA MTL,100-600,17,,resnet50 avgpool,0.02191284948813703
RSA MTL,100-600,17,,alexnet conv1,-0.011259592655189605
RSA MTL,100-600,17,,category,0.009726904939305007
RSA MTL,200-1000,17,,clip ln_post,-0.00117224247584337
RSA MTL,200-1000,17,,resnet50 avgpool,-0.01461183331383003
RSA MTL,200-1000,17,,alexnet conv1,-0.004272788571214867
RSA MTL,200-1000,17,,category,-0.008469931105219085
